"Postal code area","Free-time residences, 2014 (RA)","Buildings, total, 2014 (RA)","Other buildings, 2014 (RA)","Residential buildings, 2014 (RA)","Dwellings, 2014 (RA)","Average floor area, 2014 (RA)","Dwellings in small houses, 2014 (RA)","Dwellings in blocks of flats, 2014 (RA)"
"51440 Vuojalahti   (Kangasniemi )",180,162,13,149,134,104.5,134,0
"51450 Pajulankylä   (Mikkeli )",94,36,1,35,31,116.2,31,0
"51460 Luusniemi   (Kangasniemi )",342,141,19,122,110,109.9,110,0
"51520 Hiirola   (Mikkeli )",91,239,11,228,212,94.6,212,0
"51540 Kalvitsa   (Mikkeli )",214,216,22,194,177,102.3,177,0
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",617,791,114,677,872,85.0,709,163
"51620 Pitkäaho   (Mikkeli )",12,20,4,16,13,95.2,13,0
"51670 Nykälä   (Mikkeli )",203,125,16,109,94,111.2,94,0
"51720 Rahula   (Mikkeli )",274,229,13,216,202,120.1,202,0
"51740 Huuhanaho   (Mikkeli )",279,141,21,120,109,103.6,109,0
"51760 Nuutilanmäki   (Juva )",273,206,22,184,157,111.7,157,0
"51780 Kuosmala   (Juva )",231,94,8,86,77,101.8,77,0
"51810 Maivala   (Juva )",38,98,12,86,75,106.3,75,0
"51820 Hatsola   (Juva )",147,184,24,160,150,107.6,150,0
"51850 Vuorenmaa   (Juva )",112,151,13,138,129,102.9,129,0
"51860 Narila   (Juva )",11,55,10,45,38,102.9,38,0
"51880 Koikkala   (Juva )",244,179,20,159,143,103.5,143,0
"51890 Risulahti   (Juva )",170,66,14,52,43,126.6,43,0
"51900 Juva Keskus   (Juva )",523,1771,313,1458,2616,81.1,1897,719
"51930 Paatela   (Juva )",80,100,9,91,78,106.6,78,0
"51940 Härkälä   (Juva )",52,95,19,76,67,112.2,67,0
"51980 Lauteala   (Juva )",288,172,23,149,130,122.1,130,0
"52100 Anttola   (Mikkeli )",1243,860,138,722,851,93.5,809,42
"52110 Majavesi   (Mikkeli )",273,229,15,214,198,112.9,198,0
"52150 Hauhala   (Mikkeli )",185,84,9,75,66,111.1,66,0
"52200 Puumala Keskus   (Puumala )",2437,1201,246,955,1223,90.1,1012,211
"52230 Hurissalo   (Puumala )",724,205,44,161,135,115.5,135,0
"52270 Ryhälä   (Puumala )",90,58,17,41,31,114.0,31,0
"52300 Ristiina Keskus   (Mikkeli )",838,1189,135,1054,1564,89.8,1390,174
"52320 Vitsiälä   (Mikkeli )",132,205,23,182,163,101.0,163,0
"52330 Heimari   (Mikkeli )",37,35,8,27,26,117.7,26,0
"52340 Hangastenmaa   (Mikkeli )",336,153,15,138,121,101.9,121,0
"52360 Someenjärvi   (Mikkeli )",407,80,6,74,55,103.3,55,0
"52420 Pellosniemi   (Mikkeli )",1075,365,65,300,511,76.3,252,259
"52510 Hietanen   (Hirvensalmi )",360,340,35,305,280,100.3,280,0
"52520 Syväsmäki   (Hirvensalmi )",145,83,8,75,74,100.9,74,0
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1847,935,129,806,1105,81.5,1044,61
"52610 Tuukkalanlahti   (Hirvensalmi )",217,106,11,95,72,90.6,72,0
"52620 Kuitula   (Hirvensalmi )",515,100,8,92,64,104.0,64,0
"52700 Mäntyharju Keskus   (Mäntyharju )",2208,2147,360,1787,3062,79.9,2333,729
"52720 Karankamäki-Koirakivi   (Mäntyharju )",224,101,30,71,72,92.4,72,0
"52730 Koirakivi   (Mäntyharju )",270,78,12,66,58,107.3,58,0
"52740 Tuustaipale   (Mäntyharju )",465,220,23,197,179,103.3,177,2
"52760 Mynttilä   (Mäntyharju )",57,62,3,59,50,95.6,50,0
"52780 Kuomiokoski   (Mikkeli )",171,89,19,70,98,72.6,98,0
"52830 Suomenniemi   (Mikkeli )",1175,516,111,405,415,88.3,415,0
"52850 Halmeniemi   (Mäntyharju )",290,119,20,99,77,97.5,77,0
"52890 Käävänkylä   (Mäntyharju )",421,108,13,95,66,103.8,66,0
"52920 Voikoski   (Kouvola )",546,146,26,120,88,93.8,88,0
"52960 Nurmaa   (Mäntyharju )",325,99,15,84,68,98.9,68,0
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",206,62,7,55,42,110.0,42,0
"52980 Ahvenainen   (Mäntyharju )",318,70,8,62,44,99.3,44,0
"53100 Lappeenranta keskus   (Lappeenranta )",16,1264,179,1085,7207,59.1,1263,5944
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",0,49,15,34,426,62.3,25,401
"53200 Kaukas-Tirilä   (Lappeenranta )",0,312,101,211,921,67.1,262,659
"53300 Lauritsala-Mälkiä   (Lappeenranta )",200,2345,208,2137,4189,79.3,2472,1717
"53400 Laihia   (Lappeenranta )",153,863,68,795,814,106.9,808,6
"53420 Mustola   (Lappeenranta )",0,275,71,204,265,98.3,265,0
"53500 Parkkarila-Harapainen-Reijola   (Lappee",0,1815,205,1610,2358,89.4,1906,452
"53550 Kourulanmäki   (Lappeenranta )",0,397,114,283,442,93.1,366,76
"53600 Kesämäki   (Lappeenranta )",0,415,135,280,1609,63.4,261,1348
"53650 Mattila-Kuusela   (Lappeenranta )",7,765,70,695,1037,86.5,761,276
"53810 Kuusimäki-Lavola   (Lappeenranta )",0,477,72,405,2330,65.7,631,1699
"53830 Rutola   (Lappeenranta )",65,310,34,276,267,117.0,267,0
"53850 Skinnarila   (Lappeenranta )",588,2180,147,2033,5789,76.0,2446,3343
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",0,198,66,132,1953,58.1,150,1803
"53920 Voisalmi   (Lappeenranta )",8,317,35,282,1967,68.4,369,1598
"53950 Kivisalmi   (Lappeenranta )",159,366,32,334,1165,79.4,424,741
"54100 Joutseno Keskus   (Lappeenranta )",452,2075,313,1762,2786,86.9,2120,666
"54110 Lampikangas   (Lappeenranta )",0,355,40,315,541,87.8,478,63
"54120 Pulp   (Lappeenranta )",129,682,55,627,904,84.1,692,212
"54190 Konnunsuo   (Lappeenranta )",2,70,22,48,55,94.9,55,0
"54230 Nuijamaa   (Lappeenranta )",77,370,62,308,356,101.0,356,0
"54250 Rapattila   (Lappeenranta )",57,99,7,92,88,122.4,88,0
"54260 Hanhijärvi   (Lappeenranta )",38,341,31,310,312,125.4,312,0
"54270 Vainikkala   (Lappeenranta )",54,273,33,240,262,99.0,244,18
"54300 Vilkjärvi   (Lappeenranta )",179,320,39,281,269,115.2,269,0
"54310 Hytti   (Lappeenranta )",60,209,29,180,174,119.5,174,0
"54330 Simola   (Lappeenranta )",99,252,49,203,210,103.7,204,6
"54390 Pulsa   (Lappeenranta )",131,114,15,99,88,88.9,88,0
"54410 Ylämaa Keskus   (Lappeenranta )",484,529,80,449,531,93.3,531,0
"54430 Hujakkala   (Lappeenranta )",175,120,26,94,94,105.6,94,0
"54460 Ylijärvi   (Lappeenranta )",127,74,18,56,50,98.0,50,0
"54490 Ahomäki   (Miehikkälä )",154,144,18,126,127,92.9,108,19
"54500 Taavetti-Somerharju   (Luumäki )",1205,1356,252,1104,1734,82.5,1374,360
"54510 Uro   (Luumäki )",188,335,109,226,233,111.6,231,2
"54530 Luumäki   (Luumäki )",837,627,85,542,634,102.8,634,0
"54550 Suo-Anttila   (Luumäki )",102,54,7,47,40,111.6,40,0
"54580 Somerharju   (Luumäki )",105,30,3,27,21,91.5,21,0
"54590 Kaitjärvi   (Luumäki )",327,98,16,82,70,104.4,70,0
"54710 Lemi Keskus   (Lemi )",1044,707,86,621,771,87.2,761,10
"54720 Laksiainen   (Lemi )",85,102,9,93,78,109.7,78,0
"54750 Välijoki   (Savitaipale )",202,206,31,175,157,104.8,157,0
"54770 Heituinlahti   (Savitaipale )",828,393,60,333,291,103.0,291,0
"54800 Savitaipale Keskus   (Savitaipale )",1169,1325,281,1044,1513,83.4,1325,188
"54820 Kotimäki   (Lemi )",102,148,18,130,122,99.5,122,0
"54850 Kuukanniemi   (Lemi )",178,499,65,434,472,108.4,472,0
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",89,582,48,534,843,98.8,794,49
"54920 Taipalsaari   (Taipalsaari )",1368,780,194,586,687,104.1,660,27
"54930 Levänen   (Taipalsaari )",220,178,14,164,152,101.9,152,0
"54940 Solkei   (Taipalsaari )",291,96,13,83,69,111.0,69,0
"54950 Pettilä   (Savitaipale )",359,105,20,85,80,84.9,80,0
"54960 Vehkataipale   (Taipalsaari )",900,300,34,266,269,115.9,269,0
"55100 Imatra Keskus   (Imatra )",31,3044,224,2820,5915,76.8,3485,2430
"55120 Mansikkala-Tuulikallio   (Imatra )",2,701,110,591,2085,67.9,769,1316
"55300 Rauha-Tiuruniemi   (Lappeenranta )",73,487,83,404,536,89.0,409,127
"55320 Rauha   (Lappeenranta )",56,221,62,159,334,84.5,235,99
"55330 Tiuruniemi   (Lappeenranta )",3,12,5,7,39,75.0,15,24
"55400 Tainionkoski-Mustalampi   (Imatra )",1,627,30,597,721,87.3,649,72
"55420 Karhumäki-Karhukallio   (Imatra )",16,1046,109,937,1069,91.3,1045,24
"55510 Sotkulampi-Linnasuo   (Imatra )",0,168,10,158,908,62.6,165,743
"55610 Rajapatsas-Teppanala   (Imatra )",3,893,83,810,1744,74.7,956,788
"55700 Vintteri-Virasoja   (Imatra )",0,543,25,518,715,84.4,701,14
"55800 Vuoksenniska-Saarlampi   (Imatra )",196,1435,278,1157,2598,73.8,1292,1306
"55910 Rautio-Kurkvuori   (Imatra )",43,758,44,714,924,85.7,759,165
"56100 Ruokolahti Keskus   (Ruokolahti )",126,699,98,601,1181,81.6,846,335
"56120 Salosaari   (Ruokolahti )",223,405,38,367,381,108.3,381,0
"56140 Äitsaari   (Ruokolahti )",834,180,30,150,129,106.0,129,0
"56210 Virmutjoki   (Ruokolahti )",475,279,18,261,228,96.8,228,0
"56310 Syyspohja   (Ruokolahti )",773,171,22,149,121,107.0,121,0
"56330 Utula   (Ruokolahti )",79,39,5,34,25,88.1,25,0
"56350 Kyläniemi   (Taipalsaari )",164,36,14,22,18,88.7,18,0
"56410 Kaiturinpää   (Ruokolahti )",260,105,5,100,86,99.6,86,0
"56440 Pohja-Lankila   (Ruokolahti )",351,197,22,175,135,98.5,135,0
"56510 Puntala   (Ruokolahti )",95,235,37,198,208,94.6,208,0
"56550 Niska-Pietilä   (Rautjärvi )",79,96,12,84,69,101.1,69,0
"56610 Rautjärvi   (Rautjärvi )",497,381,44,337,361,79.3,361,0
"56640 Purnujärvi   (Rautjärvi )",67,80,10,70,59,92.3,59,0
"56710 Miettilä   (Rautjärvi )",41,98,11,87,77,104.9,77,0
"56730 Laikko   (Rautjärvi )",400,224,28,196,173,99.5,173,0
"56800 Simpele   (Rautjärvi )",434,1196,174,1022,1529,81.7,1206,323
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",289,323,89,234,3049,57.2,201,2848
"57120 Savonlinna   (Savonlinna )",0,9,7,2,25,87.1,11,14
"57130 Savonlinna Keskus   (Savonlinna )",0,188,45,143,1622,60.6,109,1513
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",8,197,16,181,1568,59.1,187,1381
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",0,606,101,505,1577,72.7,834,743
"57210 Nojanmaa   (Savonlinna )",26,778,93,685,1380,81.2,950,430
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",0,340,29,311,915,69.6,387,528
"57230 Inkerinkylä   (Savonlinna )",954,1135,162,973,1961,79.8,1244,717
"57310 Rinkilä   (Savonlinna )",571,473,75,398,370,101.7,370,0
"57510 Laitaatsilta   (Savonlinna )",0,183,16,167,246,94.2,219,27
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",149,657,39,618,900,94.5,777,123
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",26,884,16,868,1428,90.4,1282,146
"57810 Aholahti   (Savonlinna )",219,177,30,147,170,96.2,157,13
"58130 Oravi   (Savonlinna )",176,107,29,78,74,90.2,74,0
"58140 Ahvensalmi   (Savonlinna )",196,85,16,69,49,101.0,49,0
"58150 Makkola   (Savonlinna )",106,122,15,107,106,110.7,106,0
"58160 Karvila   (Enonkoski )",47,109,14,95,86,100.2,86,0
"58170 Simanala   (Enonkoski )",174,148,13,135,123,115.5,123,0
"58175 Enonkoski Keskus   (Enonkoski )",204,490,90,400,571,85.7,556,15
"58180 Ihamaniemi   (Enonkoski )",365,134,22,112,88,100.2,88,0
"58200 Kerimäki Keskus   (Savonlinna )",1063,1537,306,1231,1811,86.9,1674,137
"58220 Louhi   (Savonlinna )",79,278,63,215,226,91.7,226,0
"58260 Kumpuranta   (Savonlinna )",268,142,23,119,106,102.5,106,0
"58300 Savonranta Keskus   (Savonlinna )",610,475,105,370,483,75.1,452,31
"58320 Raikuu   (Savonlinna )",304,168,48,120,103,111.8,103,0
"58350 Villala   (Kitee )",214,177,38,139,127,91.3,127,0
"58360 Säimen   (Savonlinna )",279,150,16,134,110,93.0,110,0
"58390 Rönkönvaara   (Savonlinna )",85,64,10,54,49,88.8,49,0
"58410 Haapakallio   (Savonlinna )",41,294,47,247,251,111.5,251,0
"58420 Silvola   (Savonlinna )",68,172,23,149,146,106.7,146,0
"58430 Kulennoinen   (Savonlinna )",177,298,61,237,219,110.2,219,0
"58450 Punkaharju   (Savonlinna )",234,384,176,208,237,94.9,224,13
"58500 Punkasalmi   (Savonlinna )",210,647,132,515,1037,76.8,832,205
"58520 Hiukkajoki   (Savonlinna )",319,291,99,192,166,102.9,162,4
"58550 Putikko   (Savonlinna )",215,356,110,246,244,85.9,229,15
"58570 Ruhvana   (Savonlinna )",116,58,3,55,39,112.4,39,0
"58580 Vuoriniemi   (Savonlinna )",158,94,20,74,61,105.3,61,0
"58610 Telakanava   (Sulkava )",352,97,11,86,73,109.3,73,0
"58620 Lohilahti   (Sulkava )",452,224,31,193,175,91.0,175,0
"58650 Kiviapaja   (Savonlinna )",207,98,18,80,68,100.7,68,0
"58680 Piojärvi   (Savonlinna )",100,41,6,35,35,86.6,28,7
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",354,76,11,65,56,116.4,56,0
"58700 Sulkava Keskus   (Sulkava )",1316,1237,217,1020,1290,87.5,1243,47
"58720 Kaartilankoski   (Sulkava )",446,184,21,163,145,116.7,145,0
"58770 Pihlajalahti   (Savonlinna )",250,151,11,140,130,107.0,130,0
"58810 Kallislahti   (Savonlinna )",187,198,24,174,164,106.9,163,1
"58830 Parkumäki   (Rantasalmi )",202,167,15,152,139,107.6,139,0
"58850 Hiltula   (Rantasalmi )",55,76,15,61,53,110.3,53,0
"58900 Rantasalmi Keskus   (Rantasalmi )",1372,1188,226,962,1474,83.6,1111,363
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",70,147,50,97,102,97.0,102,0
"58920 Kolkontaipale   (Rantasalmi )",200,251,36,215,171,107.6,171,0
"58940 Tuusmäki   (Rantasalmi )",149,137,9,128,112,121.6,112,0
"59100 Parikkala Keskus   (Parikkala )",408,1027,151,876,1357,81.9,993,364
"59130 Koitsanlahti   (Parikkala )",110,131,14,117,100,103.3,100,0
"59210 Melkoniemi   (Parikkala )",167,116,19,97,83,100.5,83,0
"59310 Särkisalmi   (Parikkala )",183,510,74,436,533,89.8,522,11
"59320 Haapaoja   (Parikkala )",76,64,5,59,54,108.8,54,0
"59410 Kirjavala   (Parikkala )",174,283,39,244,236,97.4,236,0
"59510 Maironiemi   (Parikkala )",37,193,31,162,255,76.0,249,6
"59520 Saari   (Parikkala )",37,87,17,70,73,102.8,65,8
"59530 Mikkolanniemi   (Parikkala )",64,61,10,51,50,98.9,50,0
"59610 Tarnala   (Parikkala )",37,116,14,102,97,99.7,97,0
"59710 Kummunkylä   (Parikkala )",56,73,16,57,53,96.8,53,0
"59720 Niukkala   (Parikkala )",168,121,36,85,114,75.9,114,0
"59730 Uukuniemi   (Parikkala )",256,111,43,68,73,85.9,73,0
"59800 Kesälahti Keskus   (Kitee )",633,942,230,712,1017,81.7,924,93
"59810 Suurikylä   (Kitee )",110,99,44,55,54,104.8,54,0
"59820 Purujärvi-Rajavaara   (Kitee )",65,129,23,106,88,96.4,88,0
"60100 Seinäjoki Keskus   (Seinäjoki )",0,1447,363,1084,7055,63.3,1341,5714
"60120 Pohja   (Seinäjoki )",1,675,129,546,1516,73.3,863,653
"60150 Kasperi   (Seinäjoki )",0,958,36,922,2489,80.6,1323,1166
"60200 Törnävä   (Seinäjoki )",27,2606,122,2484,5166,86.1,3919,1247
"60220 Huhtala   (Seinäjoki )",1,256,49,207,1268,68.4,476,792
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",0,10,10,0,0,0.0,0,0
"60320 Alakylä-Jouppi   (Seinäjoki )",2,1751,143,1608,3318,89.4,2709,609
"60420 Impivaara   (Seinäjoki )",10,467,35,432,451,120.0,445,6
"60450 Munakka   (Ilmajoki )",18,212,23,189,188,108.8,188,0
"60510 Hyllykallio   (Seinäjoki )",1,2214,290,1924,3668,93.4,3248,420
"60550 Nurmo Keskus   (Seinäjoki )",51,1597,169,1428,1934,101.2,1730,204
"60560 Halkosaari   (Seinäjoki )",6,219,14,205,257,107.5,257,0
"60640 Kurjenneva   (Seinäjoki )",78,289,40,249,256,113.2,256,0
"60720 Tuomikylä   (Ilmajoki )",15,710,46,664,766,113.9,766,0
"60760 Pohjanluoma   (Ilmajoki )",76,461,64,397,405,110.7,405,0
"60800 Ilmajoki Keskus   (Ilmajoki )",113,2263,330,1933,2931,91.4,2644,287
"61100 Peräseinäjoki Keskus   (Seinäjoki )",207,919,127,792,1160,84.5,1046,114
"61110 Vuolle   (Seinäjoki )",8,115,11,104,98,96.4,98,0
"61120 Louko   (Seinäjoki )",30,288,17,271,281,114.1,281,0
"61140 Pasto   (Seinäjoki )",6,71,5,66,60,84.5,60,0
"61150 Sydänmaa   (Alavus )",322,48,7,41,35,104.9,35,0
"61160 Koura   (Seinäjoki )",51,318,37,281,297,90.7,297,0
"61170 Sääskiniemi   (Alavus )",416,183,25,158,148,99.3,148,0
"61180 Haapaluoma   (Seinäjoki )",16,127,6,121,118,90.7,118,0
"61220 Myllysalo   (Kurikka )",26,140,21,119,110,103.1,110,0
"61230 Luopa   (Kurikka )",49,403,58,345,349,99.4,349,0
"61250 Jalasto   (Kurikka )",18,178,25,153,151,109.1,151,0
"61270 Luopajärvi   (Kurikka )",30,325,52,273,280,108.4,280,0
"61280 Jokipii   (Kurikka )",25,304,45,259,283,97.6,279,4
"61290 Taivalmaa   (Kurikka )",20,81,8,73,64,84.2,64,0
"61300 Kurikka Keskus   (Kurikka )",103,2807,628,2179,3375,89.0,2859,516
"61310 Panttila   (Kurikka )",22,395,71,324,365,97.3,360,5
"61330 Koskenkorva   (Ilmajoki )",38,1004,146,858,1018,95.7,936,82
"61340 Nopankylä   (Ilmajoki )",84,163,24,139,138,102.3,138,0
"61350 Huissi   (Ilmajoki )",34,209,24,185,191,105.2,191,0
"61360 Mieto   (Kurikka )",123,581,101,480,497,102.6,492,5
"61370 Lohiluoma   (Kurikka )",27,213,35,178,172,105.0,172,0
"61380 Polvenkylä   (Kurikka )",32,95,12,83,81,93.6,81,0
"61400 Ylistaro Keskus   (Seinäjoki )",45,921,205,716,1113,88.7,1106,7
"61410 Ylistaro Asemanseutu   (Seinäjoki )",58,457,62,395,399,98.6,399,0
"61430 Isorehto   (Seinäjoki )",43,208,26,182,184,106.5,184,0
"61440 Untamala   (Seinäjoki )",32,126,21,105,99,108.9,99,0
"61450 Kylänpää   (Seinäjoki )",67,414,76,338,313,100.7,313,0
"61460 Hanhikoski   (Seinäjoki )",24,138,16,122,116,106.5,116,0
"61470 Kitinoja   (Seinäjoki )",17,192,17,175,187,114.6,187,0
"61500 Isokyrö Keskus   (Isokyrö )",98,1191,131,1060,1411,91.7,1258,153
"61520 Lehmäjoki   (Isokyrö )",29,168,21,147,138,97.5,138,0
"61550 Orismala   (Isokyrö )",67,393,55,338,342,102.7,342,0
"61560 Orisberg   (Isokyrö )",38,42,7,35,29,113.2,29,0
"61600 Jalasjärvi Keskus   (Kurikka )",51,1545,285,1260,2254,85.2,1969,285
"61630 Hirvijärvi   (Kurikka )",29,183,21,162,159,101.4,159,0
"61640 Ala-Valli   (Kurikka )",44,146,16,130,122,94.9,122,0
"61650 Kalakoski   (Seinäjoki )",40,231,22,209,215,86.9,215,0
"61680 Mantila   (Kurikka )",26,145,15,130,129,100.7,118,11
"61710 Pentinmäki   (Kurikka )",8,156,24,132,138,108.4,138,0
"61720 Koskue   (Kurikka )",128,372,48,324,323,94.7,316,7
"61730 Yli-Valli   (Kurikka )",85,190,21,169,144,95.5,144,0
"61760 Ilvesjoki   (Kurikka )",31,208,33,175,177,99.9,177,0
"61800 Kauhajoki Keskus   (Kauhajoki )",34,3177,407,2770,4506,90.1,4042,464
"61810 Luomankylä   (Kauhajoki )",10,157,13,144,143,102.2,143,0
"61820 Kainasto   (Kauhajoki )",19,361,43,318,304,94.3,303,1
"61840 Norinkylä   (Teuva )",15,197,29,168,177,95.6,177,0
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",64,1138,183,955,1153,93.9,1131,22
"61860 Harja   (Kauhajoki )",9,116,8,108,97,103.2,97,0
"61880 Ikkeläjärvi   (Kauhajoki )",58,123,17,106,104,92.2,104,0
"61910 Nummijärvi   (Kauhajoki )",242,177,27,150,147,94.1,147,0
"61920 Nummikoski   (Kauhajoki )",13,64,3,61,46,90.5,46,0
"61940 Hyyppä   (Kauhajoki )",27,191,13,178,152,94.2,152,0
"61950 Juonikylä   (Kauhajoki )",9,120,14,106,103,91.1,103,0
"61960 Kyrönlatva   (Kauhajoki )",23,120,13,107,92,96.7,92,0
"61980 Päntäne   (Kauhajoki )",68,574,56,518,517,89.1,503,14
"62100 Lapua Keskus   (Lapua )",153,3854,568,3286,5351,92.5,4025,1326
"62130 Hellanmaa   (Lapua )",41,288,30,258,248,118.7,248,0
"62150 Rintakangas   (Kauhava )",5,78,14,64,63,110.3,63,0
"62160 Karhunkylä   (Lapua )",50,292,29,263,263,114.6,263,0
"62165 Tiisteenjoki   (Lapua )",50,199,25,174,174,107.7,174,0
"62170 Lakaluoma   (Lapua )",68,163,12,151,143,95.9,143,0
"62175 Ylikylä-Mäenpää   (Lapua )",18,89,9,80,82,109.6,82,0
"62185 Mäki-Paavola   (Lapua )",124,91,20,71,69,110.1,69,0
"62190 Ruha   (Lapua )",39,295,24,271,275,112.0,275,0
"62200 Kauhava Keskus   (Kauhava )",102,2385,415,1970,3095,90.0,2569,526
"62220 Pernaa   (Kauhava )",20,262,27,235,228,107.3,222,6
"62230 Jylhä   (Kauhava )",29,237,36,201,191,108.6,190,1
"62240 Huhmarkoski   (Kauhava )",59,360,41,319,302,100.0,302,0
"62260 Hirvijoki   (Kauhava )",15,108,10,98,95,103.0,95,0
"62280 Mustamaa   (Lapua )",17,71,12,59,55,110.9,55,0
"62290 Hirvikylä   (Lapua )",20,151,13,138,134,97.7,134,0
"62295 Kauhajärvi   (Lapua )",63,276,50,226,211,100.4,211,0
"62300 Härmä   (Kauhava )",96,1050,179,871,1260,94.0,1183,77
"62310 Voltti   (Kauhava )",122,657,69,588,561,105.5,560,1
"62340 Kuoppa-Vakkuri   (Kauhava )",17,63,5,58,58,89.6,58,0
"62350 Ekola   (Kauhava )",13,58,9,49,52,116.0,52,0
"62370 Kangasto   (Kauhava )",0,49,9,40,102,72.8,75,27
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",96,1185,182,1003,1326,94.7,1288,38
"62380 Kosolankylä   (Kauhava )",23,138,8,130,122,95.7,122,0
"62395 Petterinmäki   (Vöyri )",26,100,16,84,74,90.3,74,0
"62410 Rintala   (Kauhava )",53,151,10,141,145,112.4,145,0
"62420 Kortesjärvi Keskus   (Kauhava )",102,487,101,386,555,88.9,546,9
"62430 Peltotupa   (Kauhava )",9,72,7,65,59,108.0,59,0
"62435 Pirttinen   (Kauhava )",22,83,19,64,65,100.8,62,3
