"Postal code area","Free-time residences, 2015 (RA)","Buildings, total, 2015 (RA)","Other buildings, 2015 (RA)","Residential buildings, 2015 (RA)","Dwellings, 2015 (RA)","Average floor area, 2015 (RA)","Dwellings in small houses, 2015 (RA)","Dwellings in blocks of flats, 2015 (RA)"
"31370 Eerikkilän Urheiluopisto   (Tammela )",0,11,10,1,..,..,..,..
"31380 Letku-Torro   (Tammela )",446,232,63,169,160,108.6,152,8
"31400 Somero Keskus   (Somero )",368,2607,437,2170,3609,85.6,2934,675
"31410 Ylöpirtti   (Somero )",113,241,36,205,191,108.9,191,0
"31450 Häntälä   (Somero )",116,229,27,202,179,113.1,179,0
"31460 Hirsjärvi   (Somero )",200,178,19,159,140,111.3,140,0
"31470 Somerniemi   (Somero )",940,480,91,389,360,102.4,360,0
"31490 Terttilä   (Somero )",118,171,18,153,134,110.4,134,0
"31500 Koski Tl   (Koski Tl )",278,1331,200,1131,1319,96.8,1239,80
"31520 Pitkäjärvi   (Somero )",155,368,61,307,257,112.1,257,0
"31530 Pyöli   (Somero )",119,220,26,194,166,107.0,166,0
"31600 Jokioinen Keskus   (Jokioinen )",99,1480,198,1282,1941,89.8,1632,309
"31610 Vaulammi   (Jokioinen )",55,252,22,230,230,100.2,227,3
"31620 Latovainio   (Jokioinen )",40,204,23,181,198,104.9,198,0
"31630 Minkiö   (Jokioinen )",118,313,36,277,268,112.7,264,4
"31640 Humppila Keskus   (Humppila )",314,1068,189,879,1161,93.2,934,227
"31650 Venäjänkangas   (Humppila )",36,128,30,98,92,116.0,92,0
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",586,878,129,749,753,96.9,719,34
"31720 Urjalankylä-Kehro   (Urjala )",355,268,33,235,213,93.1,202,11
"31730 Honkola   (Urjala )",56,89,10,79,68,114.2,68,0
"31750 Kehro   (Urjala )",34,47,7,40,36,86.1,36,0
"31760 Urjala Keskus   (Urjala )",121,763,139,624,1145,80.5,901,244
"31810 Oriniemi   (Punkalaidun )",110,248,15,233,204,113.8,204,0
"31830 Halkivaha   (Urjala )",97,196,22,174,144,99.5,144,0
"31850 Koskioinen   (Punkalaidun )",40,109,6,103,77,109.2,77,0
"31860 Tursa   (Urjala )",160,231,29,202,162,102.8,162,0
"31900 Punkalaidun Keskus   (Punkalaidun )",119,1010,173,837,1136,86.6,1023,113
"31930 Vanttila   (Punkalaidun )",19,75,8,67,53,117.0,53,0
"31950 Sadonmaa   (Punkalaidun )",194,110,10,100,83,111.5,83,0
"31960 Orisuo   (Loimaa )",11,55,9,46,39,113.4,39,0
"31970 Kanteenmaa   (Punkalaidun )",33,106,11,95,86,111.3,86,0
"32100 Ypäjä Keskus   (Ypäjä )",195,1062,151,911,1153,91.8,1063,90
"32140 Ypäjä Asemanseutu   (Ypäjä )",90,195,29,166,146,103.0,146,0
"32200 Loimaa Keskus   (Loimaa )",111,3071,533,2538,4847,82.8,3048,1799
"32210 Loimaa kk   (Loimaa )",37,912,105,807,1352,90.6,912,440
"32250 Kojonkulma   (Loimaa )",26,201,41,160,138,113.4,138,0
"32260 Kojonperä   (Loimaa )",35,106,5,101,86,120.6,86,0
"32270 Metsämaa-Murto   (Loimaa )",52,281,36,245,263,96.5,258,5
"32280 Metsäkorpi   (Loimaa )",39,112,17,95,91,95.8,91,0
"32300 Mellilä   (Loimaa )",144,860,149,711,708,96.2,698,10
"32410 Niinijoki   (Loimaa )",44,309,31,278,279,118.8,279,0
"32430 Ylhäinen   (Loimaa )",16,75,15,60,48,122.7,48,0
"32440 Alastaro Keskus   (Loimaa )",115,986,225,761,998,92.3,911,87
"32450 Tammiainen   (Loimaa )",59,203,29,174,136,106.8,136,0
"32500 Oripää Keskus   (Oripää )",64,625,99,526,632,92.4,592,40
"32520 Latva   (Oripää )",14,101,9,92,69,127.2,69,0
"32560 Virttaa   (Loimaa )",102,325,87,238,221,101.0,221,0
"32610 Vampula Keskus   (Huittinen )",120,643,127,516,558,98.3,558,0
"32620 Rutava   (Huittinen )",50,295,50,245,202,99.8,202,0
"32700 Huittinen Keskus   (Huittinen )",204,3107,440,2667,4438,88.1,3350,1088
"32710 Sampu   (Huittinen )",78,347,35,312,287,117.2,287,0
"32730 Keikyä   (Sastamala )",91,452,79,373,377,99.7,375,2
"32740 Äetsä Keskus   (Sastamala )",54,785,114,671,1071,84.9,912,159
"32760 Suttila   (Huittinen )",31,117,9,108,88,105.5,88,0
"32770 Huhtamo   (Huittinen )",24,151,12,139,117,105.9,117,0
"32800 Kokemäki Keskus   (Kokemäki )",350,1945,315,1630,2320,90.7,1899,421
"32810 Peipohja   (Kokemäki )",78,956,143,813,1001,96.7,919,82
"32830 Riste   (Kokemäki )",160,309,45,264,261,103.3,254,7
"32860 Korkeaoja   (Kokemäki )",177,94,8,86,82,105.6,82,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",85,213,12,201,169,99.6,169,0
"32920 Kauvatsa   (Kokemäki )",494,415,43,372,359,93.4,353,6
"33100 Tampere Keskus   (Tampere )",0,919,229,690,11359,57.8,529,10830
"33180 Lapinniemi-Käpylä   (Tampere )",0,175,36,139,1169,68.0,137,1032
"33200 Tampere Keskus Läntinen   (Tampere )",0,194,66,128,4646,58.0,16,4630
"33210 Itä-Amuri-Tammerkoski   (Tampere )",0,154,49,105,4067,58.9,21,4046
"33230 Länsi-Amuri   (Tampere )",0,310,92,218,3857,63.6,128,3729
"33240 Tahmela   (Tampere )",1,315,9,306,965,78.7,437,528
"33250 Pispala   (Tampere )",2,517,38,479,1468,65.2,597,871
"33270 Epilä   (Tampere )",1,831,66,765,4160,70.2,1374,2786
"33300 Rahola   (Tampere )",138,813,113,700,2640,77.9,1198,1442
"33310 Tesoma   (Tampere )",1,437,57,380,4158,66.7,597,3561
"33330 Myllypuro-Kalkku   (Tampere )",0,510,128,382,1808,68.7,478,1330
"33340 Haukiluoma-Ikuri   (Tampere )",0,1160,49,1111,2350,88.1,1832,518
"33380 Pitkäniemi   (Nokia )",0,38,36,2,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",2,1628,126,1502,3812,83.4,2227,1585
"33410 Lentävänniemi   (Tampere )",1,326,12,314,2734,69.9,649,2085
"33420 Lamminpää   (Tampere )",1,693,58,635,1033,88.6,771,262
"33430 Vuorentausta   (Ylöjärvi )",2,726,20,706,1322,88.1,1305,17
"33450 Siivikkala   (Ylöjärvi )",24,843,33,810,1159,108.0,1156,3
"33470 Ylöjärvi Keskus   (Ylöjärvi )",28,1452,369,1083,3189,78.7,1560,1629
"33480 Manninmäki-Haavisto   (Ylöjärvi )",268,1654,88,1566,3004,95.0,2375,629
"33500 Osmonmäki-Petsamo   (Tampere )",13,522,49,473,7553,55.1,463,7090
"33520 Keskussairaala-alue-Kauppi   (Tampere )",0,155,39,116,625,61.1,161,464
"33530 Kissanmaa   (Tampere )",0,593,33,560,2973,63.4,808,2165
"33540 Kaleva   (Tampere )",0,236,67,169,5852,51.9,47,5805
"33560 Takahuhti   (Tampere )",165,1470,131,1339,5136,74.5,2009,3127
"33580 Atala-Linnainmaa   (Tampere )",1,2462,88,2374,7418,78.9,3796,3622
"33610 Olkahinen-Tasanne   (Tampere )",35,982,36,946,1676,93.7,1642,34
"33680 Aitolahti   (Tampere )",758,811,97,714,732,116.5,727,5
"33700 Messukylä   (Tampere )",0,442,95,347,792,83.2,529,263
"33710 Kaukajärvi   (Tampere )",10,2036,131,1905,9346,72.8,3150,6196
"33720 Hervanta   (Tampere )",32,1237,329,908,14792,58.8,1276,13516
"33730 Leinola-Vehmainen   (Tampere )",2,581,80,501,802,96.8,753,49
"33800 Nekala   (Tampere )",260,773,133,640,3230,54.6,804,2426
"33820 Koivistonkylä   (Tampere )",39,1875,76,1799,4478,81.2,2623,1855
"33840 Peltolammi   (Tampere )",17,307,102,205,1946,65.3,374,1572
"33850 Multisilta   (Pirkkala )",26,178,20,158,1418,67.5,118,1300
"33870 Vuores   (Lempäälä )",58,257,11,246,1192,67.8,338,854
"33880 Höytämö   (Lempäälä )",92,1017,153,864,1763,90.8,1114,649
"33900 Härmälä-Rantaperkiö   (Tampere )",0,1158,346,812,6512,60.1,803,5709
"33920 Toivio   (Pirkkala )",1,396,29,367,453,106.5,453,0
"33950 Killo   (Pirkkala )",20,847,91,756,2728,83.6,1139,1589
"33960 Suuppa   (Pirkkala )",128,2296,403,1893,4654,87.7,2879,1775
"33980 Pirkkala kk   (Pirkkala )",315,657,114,543,544,123.7,544,0
"34110 Lakiala   (Ylöjärvi )",101,465,26,439,440,128.7,436,4
"34130 Ylinen   (Ylöjärvi )",373,501,82,419,570,103.3,420,150
"34140 Mutala   (Ylöjärvi )",470,329,26,303,296,119.6,283,13
"34150 Kyrönlahti   (Ylöjärvi )",308,210,22,188,174,107.2,174,0
"34180 Länsi-Teisko   (Ylöjärvi )",328,110,20,90,83,99.7,80,3
"34240 Kämmenteisko   (Tampere )",808,637,67,570,650,115.3,645,5
"34260 Terälahti   (Tampere )",954,510,68,442,489,98.2,453,36
"34270 Velaatta   (Tampere )",250,213,26,187,185,90.1,175,10
"34300 Kuru Keskus   (Ylöjärvi )",563,775,134,641,907,83.8,830,77
"34320 Parkkuu   (Ylöjärvi )",270,154,20,134,121,108.1,121,0
"34330 Poikelus   (Ylöjärvi )",202,135,9,126,117,114.8,117,0
"34410 Murole   (Ruovesi )",159,132,16,116,106,88.8,106,0
"34420 Muroleen Kanava   (Ruovesi )",148,48,12,36,24,102.0,24,0
"34430 Kekkonen   (Ruovesi )",159,101,9,92,73,102.8,73,0
"34450 Jäminkipohja   (Ruovesi )",196,287,57,230,261,86.0,179,82
"34510 Luode   (Ylöjärvi )",126,78,12,66,55,86.1,55,0
"34530 Länsi-Aure   (Ylöjärvi )",135,63,12,51,42,85.6,42,0
"34550 Itä-Aure   (Ylöjärvi )",309,139,17,122,102,96.7,102,0
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",660,1258,281,977,1564,80.3,1171,393
"34640 Mustajärvi   (Ruovesi )",175,158,24,134,113,96.7,113,0
"34710 Vaskivesi   (Virrat )",370,260,45,215,191,106.6,191,0
"34730 Vaskuu   (Virrat )",114,97,12,85,59,90.1,59,0
"34740 Koro   (Virrat )",92,82,13,69,50,103.3,50,0
"34770 Kurjenkylä   (Virrat )",105,162,18,144,121,100.5,121,0
"34800 Virrat Keskus   (Virrat )",980,1768,350,1418,2773,83.0,1811,962
"34870 Visuvesi   (Ruovesi )",459,391,62,329,354,85.6,275,79
"34910 Äijänneva   (Virrat )",33,66,6,60,52,96.8,52,0
"34930 Liedenpohja   (Virrat )",179,212,40,172,148,105.3,148,0
"34950 Ohtola   (Virrat )",170,130,8,122,100,100.8,99,1
"34970 Toisvesi   (Virrat )",38,84,8,76,58,101.7,58,0
"34980 Killinkoski   (Virrat )",77,247,24,223,239,83.3,185,54
"35100 Orivesi Asemanseutu   (Orivesi )",449,1233,94,1139,1433,96.0,1305,128
"35220 Eräjärvi   (Orivesi )",343,337,37,300,312,89.2,308,4
"35240 Ristakallio   (Orivesi )",185,144,13,131,102,105.6,102,0
"35260 Leväslahti   (Orivesi )",46,9,0,9,..,..,..,..
"35270 Västilä   (Orivesi )",421,148,19,129,97,99.5,97,0
"35300 Orivesi Keskus   (Orivesi )",1293,1612,244,1368,2741,82.3,1739,1002
"35320 Hirsilä   (Orivesi )",107,296,37,259,256,96.9,252,4
"35400 Länkipohja   (Jämsä )",737,553,88,465,573,86.7,484,89
"35420 Talviainen   (Orivesi )",319,114,19,95,67,97.7,67,0
"35480 Längelmäki   (Orivesi )",195,63,6,57,57,90.7,46,11
"35500 Korkeakoski   (Juupajoki )",58,611,180,431,624,81.9,537,87
"35520 Pirttikangas   (Juupajoki )",24,59,5,54,45,103.9,45,0
"35530 Lyly   (Juupajoki )",227,225,39,186,183,86.6,167,16
"35540 Juupajoki   (Juupajoki )",237,254,51,203,196,113.1,196,0
"35550 Salokunta   (Juupajoki )",58,88,13,75,75,118.0,75,0
"35600 Halli   (Jämsä )",286,683,131,552,833,84.1,725,108
"35610 Pihlaisto   (Jämsä )",55,72,5,67,46,97.4,46,0
"35630 Suinula-Valkamanperä   (Jämsä )",115,130,24,106,96,93.5,96,0
"35700 Vilppula Keskus   (Mänttä-Vilppula )",777,1598,349,1249,1985,82.0,1532,453
"35740 Ylä-Vääri   (Ruovesi )",124,84,6,78,62,111.3,62,0
"35750 Väärinmaja   (Ruovesi )",332,215,21,194,158,94.5,158,0
"35800 Mänttä   (Mänttä-Vilppula )",142,1152,184,968,2727,75.8,1183,1544
"35820 Asemakulma-Mustalahti   (Jämsä )",569,953,120,833,1172,85.8,884,288
"35990 Kolho   (Mänttä-Vilppula )",228,645,101,544,675,87.6,646,29
"36100 Kangasala Asemanseutu   (Kangasala )",29,456,63,393,427,115.0,427,0
"36110 Ruutana   (Kangasala )",51,963,38,925,1062,109.3,1042,20
"36120 Suinula-Haviseva   (Kangasala )",577,508,33,475,450,114.0,443,7
"36200 Kangasala Keskus   (Kangasala )",1040,2639,233,2406,4912,92.1,2946,1966
"36220 Suorama   (Kangasala )",17,1042,196,846,2374,81.9,1168,1206
"36240 Nattari   (Kangasala )",25,948,77,871,2215,87.2,1249,966
"36270 Huutijärvi   (Kangasala )",444,551,66,485,635,105.8,521,114
"36280 Pikonlinna   (Kangasala )",1,16,5,11,54,87.3,10,44
"36340 Tohkala   (Kangasala )",282,142,13,129,118,115.3,118,0
"36420 Sahalahti Keskus   (Kangasala )",452,677,76,601,889,93.4,799,90
"36430 Pakkala   (Kangasala )",148,243,18,225,237,109.1,231,6
"36450 Salmentaka   (Pälkäne )",340,236,76,160,128,96.0,128,0
"36520 Raikku   (Kangasala )",379,225,14,211,184,105.0,184,0
"36570 Kaivanto   (Kangasala )",322,158,19,139,131,121.1,128,3
"36600 Pälkäne Keskus   (Pälkäne )",778,1473,250,1223,1686,93.8,1405,281
"36640 Iltasmäki   (Pälkäne )",155,217,17,200,190,108.2,190,0
"36660 Laitikkala   (Pälkäne )",193,150,36,114,101,118.7,101,0
"36720 Aitoo   (Pälkäne )",279,351,64,287,303,97.8,300,3
"36760 Luopioinen Keskus   (Pälkäne )",729,435,81,354,488,87.1,472,16
"36810 Kuhmalahti Keskus   (Kangasala )",372,294,31,263,294,90.5,294,0
"36840 Kuhmajärvi   (Kangasala )",189,219,27,192,193,93.1,193,0
"36880 Vehkajärvi   (Kangasala )",529,132,13,119,93,85.8,93,0
"36910 Rautajärvi   (Pälkäne )",391,256,42,214,227,89.7,218,9
"36930 Kyynärö   (Pälkäne )",256,129,17,112,104,98.4,104,0
"37100 Nokia Keskus   (Nokia )",2,1012,201,811,4048,67.0,938,3110
"37120 Koskenmäki   (Nokia )",299,2726,190,2536,4615,89.0,3261,1354
"37130 Alhoniitty   (Nokia )",11,1082,37,1045,2059,88.8,1488,571
"37140 Harjuniitty   (Nokia )",10,735,59,676,1044,96.6,968,76
"37150 Kankaantaka   (Nokia )",16,917,216,701,1903,80.9,1160,743
"37180 Sarkola   (Nokia )",289,203,23,180,162,111.2,160,2
"37200 Siuro   (Nokia )",401,1044,81,963,1129,95.9,992,137
"37210 Kulovesi   (Nokia )",3,17,4,13,10,108.9,10,0
"37240 Linnavuori   (Nokia )",0,185,31,154,414,72.5,228,186
"37310 Tottijärvi   (Nokia )",595,455,51,404,375,113.8,375,0
"37350 Rämsöö   (Vesilahti )",150,110,18,92,81,109.0,81,0
"37370 Narva   (Vesilahti )",735,530,58,472,514,105.9,508,6
"37380 Krääkkiö   (Vesilahti )",191,106,13,93,87,97.9,87,0
"37420 Valkkinen   (Vesilahti )",345,394,37,357,345,115.4,345,0
"37470 Vesilahti Keskus   (Vesilahti )",279,720,87,633,740,119.7,732,8
"37500 Lempäälä Keskus   (Lempäälä )",615,2247,255,1992,3978,89.0,2325,1653
"37530 Säijä   (Lempäälä )",146,271,25,246,229,122.1,229,0
"37550 Kuivaspää   (Lempäälä )",89,1372,98,1274,1886,102.5,1718,168
"37560 Kulju   (Lempäälä )",134,1387,74,1313,1669,108.4,1631,38
"37570 Koivuniemi   (Lempäälä )",30,229,61,168,168,129.5,168,0
"37600 Valkeakoski Keskus   (Valkeakoski )",635,3052,446,2606,6343,77.8,2850,3493
"37630 Vääräkoivu   (Valkeakoski )",56,1653,180,1473,3603,85.8,1910,1693
"37700 Sääksmäki   (Valkeakoski )",98,230,44,186,215,98.3,215,0
"37720 Ritvala   (Valkeakoski )",172,112,17,95,91,121.1,87,4
"37740 Haukila   (Valkeakoski )",61,159,19,140,142,100.6,142,0
"37770 Tarttila   (Valkeakoski )",137,273,47,226,216,111.7,216,0
"37800 Toijala keskus   (Akaa )",483,3087,375,2712,4774,86.3,3129,1645
"37830 Viiala Keskus   (Akaa )",183,2127,316,1811,2738,86.9,2049,689
"37850 Metsäkansa   (Valkeakoski )",165,202,28,174,165,103.7,165,0
"37860 Kärjenniemi   (Valkeakoski )",186,359,28,331,330,110.8,328,2
"37900 Kylmäkoski Asemanseutu   (Akaa )",26,203,27,176,160,94.4,160,0
"37910 Kylmäkoski Keskus   (Akaa )",261,586,101,485,681,94.6,681,0
"37960 Sotkia   (Akaa )",37,138,15,123,126,108.0,126,0
"38100 Karkku   (Sastamala )",309,511,83,428,416,100.7,406,10
"38120 Kutala   (Sastamala )",262,141,17,124,111,98.4,103,8
"38130 Ellivuori   (Sastamala )",38,18,11,7,..,..,..,..
"38140 Kärppälä   (Sastamala )",223,223,17,206,179,110.9,179,0
"38200 Vammala Keskus   (Sastamala )",46,1690,232,1458,3821,77.6,1708,2113
"38210 Vammala Asemanseutu   (Sastamala )",300,1726,223,1503,2317,85.2,1564,753
"38220 Stormi   (Sastamala )",152,494,69,425,397,108.0,381,16
"38250 Roismala   (Sastamala )",300,707,120,587,593,108.3,572,21
"38270 Sammaljoki   (Sastamala )",71,218,25,193,176,102.7,171,5
"38280 Illo   (Sastamala )",55,243,15,228,211,110.6,209,2
"38300 Kiikka   (Sastamala )",249,905,123,782,912,100.5,886,26
"38360 Kiikoinen   (Sastamala )",258,671,90,581,639,100.4,636,3
"38420 Häijää   (Sastamala )",397,501,41,460,467,105.5,467,0
"38460 Mouhijärvi Keskus   (Sastamala )",509,825,108,717,856,92.5,831,25
"38470 Hyynilä   (Sastamala )",193,153,14,139,124,96.5,124,0
"38490 Haukijärvi   (Hämeenkyrö )",55,51,6,45,42,97.9,42,0
"38510 Suodenniemi   (Sastamala )",501,703,77,626,674,95.2,674,0
"38600 Lavia Keskus   (Pori )",643,906,132,774,886,91.5,818,68
"38650 Yli-Putto   (Pori )",47,119,19,100,84,105.7,84,0
"38670 Kalliala-Haunia   (Pori )",165,132,7,125,111,102.7,110,1
"38680 Tuunajärvi   (Pomarkku )",41,78,6,72,59,96.1,59,0
"38700 Kankaanpää Keskus   (Kankaanpää )",251,2127,379,1748,3342,86.7,2325,1017
"38710 Myllymäki   (Kankaanpää )",4,585,42,543,1338,76.4,891,447
"38720 Vihteljärvi   (Kankaanpää )",91,270,23,247,244,108.1,244,0
"38740 Hapuoja   (Kankaanpää )",39,239,21,218,209,107.9,209,0
"38750 Veneskoski   (Kankaanpää )",48,158,15,143,129,102.6,129,0
"38760 Venesjärvi   (Kankaanpää )",190,190,18,172,168,105.6,168,0
"38770 Lohikko   (Kankaanpää )",24,210,24,186,181,113.8,181,0
"38800 Jämijärvi Keskus   (Jämijärvi )",347,984,155,829,897,95.1,847,50
"38840 Niinisalo   (Kankaanpää )",47,475,50,425,525,92.1,399,126
"38860 Suurimaa   (Jämijärvi )",6,120,15,105,95,114.2,95,0
"38910 Ala-Honkajoki   (Kankaanpää )",68,307,18,289,259,103.8,259,0
"38920 Vatajankoski   (Honkajoki )",39,147,16,131,122,96.6,122,0
"38950 Honkajoki Keskus   (Honkajoki )",115,781,161,620,721,89.8,712,9
"38970 Lauhala   (Honkajoki )",55,183,28,155,157,90.8,157,0
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",217,1352,168,1184,1796,86.1,1496,300
"39110 Simuna   (Hämeenkyrö )",91,137,9,128,109,101.5,109,0
"39130 Sasi   (Hämeenkyrö )",261,352,35,317,309,117.9,309,0
"39150 Pinsiö   (Hämeenkyrö )",112,380,41,339,337,117.9,337,0
"39160 Julkujärvi   (Ylöjärvi )",36,1031,59,972,1280,106.6,1271,9
"39170 Jumesniemi   (Hämeenkyrö )",73,89,10,79,72,122.5,72,0
"39180 Herttuala   (Hämeenkyrö )",26,54,4,50,39,104.7,39,0
"39195 Kaipio   (Hämeenkyrö )",18,104,7,97,85,104.9,85,0
"39200 Kyröskoski   (Hämeenkyrö )",164,1829,229,1600,2468,84.9,2027,441
"39230 Osara   (Hämeenkyrö )",110,133,24,109,108,99.8,108,0
"39290 Vesajärvi   (Hämeenkyrö )",62,128,18,110,90,104.2,90,0
"39310 Viljakkala Keskus   (Ylöjärvi )",472,530,79,451,523,92.3,523,0
"39340 Karhe   (Ylöjärvi )",325,170,14,156,140,107.4,140,0
"39360 Komi   (Ylöjärvi )",87,150,13,137,127,110.3,127,0
"39380 Lavajärvi   (Hämeenkyrö )",68,97,14,83,75,114.6,75,0
"39410 Luhalahti   (Ikaalinen )",502,213,25,188,170,98.0,170,0
"39430 Röyhiö   (Ikaalinen )",228,115,11,104,88,102.5,88,0
"39450 Sisättö   (Ikaalinen )",314,121,17,104,86,99.0,86,0
"39500 Ikaalinen Keskus   (Ikaalinen )",490,1744,273,1471,2839,83.0,1885,954
"39530 Kilvakkala   (Ikaalinen )",297,619,93,526,484,103.7,484,0
"39580 Riitiala   (Ikaalinen )",315,259,27,232,206,103.4,206,0
"39590 Tevaniemi   (Ikaalinen )",156,135,18,117,108,106.1,104,4
"39610 Kovelahti   (Ikaalinen )",113,145,15,130,111,111.3,111,0
"39620 Kovesjoki   (Parkano )",142,164,22,142,106,101.0,106,0
"39660 Lapinneva   (Parkano )",24,197,38,159,147,97.3,147,0
"39700 Parkano Keskus   (Parkano )",623,2442,567,1875,3080,87.8,2322,758
"39750 Vatajanjärvi   (Parkano )",226,264,56,208,202,100.6,202,0
"39770 Aureskoski   (Parkano )",175,69,18,51,42,90.5,42,0
"39780 Alaskylä   (Parkano )",37,122,20,102,106,115.4,106,0
"39810 Linnankylä   (Kihniö )",249,251,53,198,166,103.6,166,0
"39820 Kihniö Keskus   (Kihniö )",581,909,175,734,858,89.0,836,22
"39880 Kihniö Asemanseutu   (Kihniö )",105,96,4,92,76,95.1,74,2
"39920 Suomijärvi   (Karvia )",54,115,6,109,97,99.7,97,0
"39930 Karvia Keskus   (Karvia )",24,523,117,406,638,85.6,600,38
"39940 Kantti   (Karvia )",37,185,18,167,142,105.4,142,0
"39960 Sarvela   (Karvia )",111,281,40,241,216,104.5,216,0
"39965 Karviankylä   (Karvia )",61,107,13,94,88,96.1,88,0
"39980 Sara   (Karvia )",57,113,14,99,103,89.3,103,0
"39990 Alkkia   (Karvia )",39,79,7,72,66,84.3,66,0
"40100 Jyväskylä Keskus   (Jyväskylä )",0,571,261,310,9693,55.4,47,9646
"40200 Mannila-Taulumäki   (Jyväskylä )",9,455,59,396,2204,68.4,675,1529
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",25,1142,114,1028,3003,83.6,1822,1181
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",228,2379,135,2244,5098,87.7,3482,1616
"40320 Seppälän Teollisuusalue   (Jyväskylä )",9,1030,424,606,2950,67.4,832,2118
"40340 Huhtasuo   (Jyväskylä )",1,371,60,311,3989,62.0,404,3585
"40400 Halssila   (Jyväskylä )",1,638,64,574,2134,74.4,1145,989
"40420 Jyskä   (Jyväskylä )",4,1068,52,1016,2361,79.9,1648,713
"40500 Keljo-Ristonmaa   (Jyväskylä )",39,623,87,536,1872,70.0,805,1067
