"Postal code area","Free-time residences, 2015 (RA)","Buildings, total, 2015 (RA)","Other buildings, 2015 (RA)","Residential buildings, 2015 (RA)","Dwellings, 2015 (RA)","Average floor area, 2015 (RA)","Dwellings in small houses, 2015 (RA)","Dwellings in blocks of flats, 2015 (RA)"
"51440 Vuojalahti   (Kangasniemi )",181,161,13,148,132,104.7,132,0
"51450 Pajulankylä   (Mikkeli )",95,36,1,35,31,115.3,31,0
"51460 Luusniemi   (Kangasniemi )",341,142,19,123,110,110.0,110,0
"51520 Hiirola   (Mikkeli )",91,240,11,229,213,95.1,213,0
"51540 Kalvitsa   (Mikkeli )",218,216,22,194,174,102.2,174,0
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",625,796,118,678,865,85.7,706,159
"51620 Pitkäaho   (Mikkeli )",12,20,4,16,13,95.2,13,0
"51670 Nykälä   (Mikkeli )",202,125,16,109,91,111.3,91,0
"51720 Rahula   (Mikkeli )",275,231,13,218,203,120.8,203,0
"51740 Huuhanaho   (Mikkeli )",277,142,21,121,110,104.6,110,0
"51760 Nuutilanmäki   (Juva )",274,209,22,187,158,111.5,158,0
"51780 Kuosmala   (Juva )",231,95,8,87,78,103.1,78,0
"51810 Maivala   (Juva )",38,99,13,86,74,104.0,74,0
"51820 Hatsola   (Juva )",146,185,24,161,149,107.4,149,0
"51850 Vuorenmaa   (Juva )",112,151,13,138,125,104.0,125,0
"51860 Narila   (Juva )",11,55,10,45,38,102.9,38,0
"51880 Koikkala   (Juva )",249,179,20,159,141,104.1,141,0
"51890 Risulahti   (Juva )",169,67,14,53,45,121.2,45,0
"51900 Juva Keskus   (Juva )",527,1767,314,1453,2611,81.3,1893,718
"51930 Paatela   (Juva )",80,100,9,91,78,104.7,78,0
"51940 Härkälä   (Juva )",52,95,19,76,66,112.4,66,0
"51980 Lauteala   (Juva )",288,172,23,149,129,121.6,129,0
"52100 Anttola   (Mikkeli )",1247,862,139,723,834,94.4,792,42
"52110 Majavesi   (Mikkeli )",276,231,15,216,197,112.1,197,0
"52150 Hauhala   (Mikkeli )",186,84,9,75,66,112.0,66,0
"52200 Puumala Keskus   (Puumala )",2455,1188,246,942,1205,90.2,994,211
"52230 Hurissalo   (Puumala )",737,200,44,156,131,114.3,131,0
"52270 Ryhälä   (Puumala )",93,59,17,42,32,112.8,32,0
"52300 Ristiina Keskus   (Mikkeli )",830,1192,137,1055,1582,89.4,1390,192
"52320 Vitsiälä   (Mikkeli )",133,208,23,185,168,100.7,168,0
"52330 Heimari   (Mikkeli )",37,35,8,27,25,116.6,25,0
"52340 Hangastenmaa   (Mikkeli )",339,153,15,138,119,101.1,119,0
"52360 Someenjärvi   (Mikkeli )",406,82,6,76,57,102.0,57,0
"52420 Pellosniemi   (Mikkeli )",1082,367,66,301,511,76.6,252,259
"52510 Hietanen   (Hirvensalmi )",363,337,36,301,275,101.1,275,0
"52520 Syväsmäki   (Hirvensalmi )",145,83,8,75,74,101.3,74,0
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1857,936,130,806,1093,82.0,1039,54
"52610 Tuukkalanlahti   (Hirvensalmi )",219,105,11,94,71,91.1,71,0
"52620 Kuitula   (Hirvensalmi )",520,102,8,94,65,103.6,65,0
"52700 Mäntyharju Keskus   (Mäntyharju )",2232,2172,382,1790,3056,80.2,2328,728
"52720 Karankamäki-Koirakivi   (Mäntyharju )",222,103,30,73,72,88.9,72,0
"52730 Koirakivi   (Mäntyharju )",275,78,12,66,57,108.5,57,0
"52740 Tuustaipale   (Mäntyharju )",468,217,22,195,172,102.7,168,4
"52760 Mynttilä   (Mäntyharju )",56,64,4,60,51,94.7,51,0
"52780 Kuomiokoski   (Mikkeli )",171,89,19,70,92,73.9,92,0
"52830 Suomenniemi   (Mikkeli )",1175,515,113,402,406,88.3,406,0
"52850 Halmeniemi   (Mäntyharju )",294,119,20,99,76,97.9,76,0
"52890 Käävänkylä   (Mäntyharju )",420,106,13,93,64,103.5,64,0
"52920 Voikoski   (Kouvola )",558,142,26,116,88,95.0,88,0
"52960 Nurmaa   (Mäntyharju )",327,102,15,87,68,99.7,68,0
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",206,63,7,56,42,108.4,42,0
"52980 Ahvenainen   (Mäntyharju )",321,71,8,63,43,100.0,43,0
"53100 Lappeenranta keskus   (Lappeenranta )",16,1271,182,1089,7301,58.9,1263,6038
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",0,49,15,34,427,62.2,25,402
"53200 Kaukas-Tirilä   (Lappeenranta )",0,325,110,215,939,67.2,266,673
"53300 Lauritsala-Mälkiä   (Lappeenranta )",203,2343,206,2137,4229,78.9,2466,1763
"53400 Laihia   (Lappeenranta )",154,871,69,802,819,107.0,813,6
"53420 Mustola   (Lappeenranta )",0,275,72,203,264,98.1,264,0
"53500 Parkkarila-Harapainen-Reijola   (Lappee",0,1826,210,1616,2361,89.5,1909,452
"53550 Kourulanmäki   (Lappeenranta )",0,400,117,283,444,93.5,368,76
"53600 Kesämäki   (Lappeenranta )",0,416,138,278,1603,63.6,260,1343
"53650 Mattila-Kuusela   (Lappeenranta )",7,764,68,696,1038,86.5,762,276
"53810 Kuusimäki-Lavola   (Lappeenranta )",0,480,74,406,2330,65.7,631,1699
"53830 Rutola   (Lappeenranta )",66,315,35,280,267,118.5,267,0
"53850 Skinnarila   (Lappeenranta )",588,2204,148,2056,5806,76.3,2469,3337
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",0,203,68,135,2033,58.0,154,1879
"53920 Voisalmi   (Lappeenranta )",8,317,36,281,1963,68.3,368,1595
"53950 Kivisalmi   (Lappeenranta )",162,366,32,334,1162,79.5,423,739
"54100 Joutseno Keskus   (Lappeenranta )",451,2074,313,1761,2779,87.1,2113,666
"54110 Lampikangas   (Lappeenranta )",0,356,40,316,543,87.7,480,63
"54120 Pulp   (Lappeenranta )",129,682,54,628,905,84.1,693,212
"54190 Konnunsuo   (Lappeenranta )",2,71,21,50,55,95.0,55,0
"54230 Nuijamaa   (Lappeenranta )",76,371,62,309,353,100.6,353,0
"54250 Rapattila   (Lappeenranta )",57,99,7,92,89,123.1,89,0
"54260 Hanhijärvi   (Lappeenranta )",38,340,31,309,310,126.2,310,0
"54270 Vainikkala   (Lappeenranta )",54,273,33,240,260,99.3,242,18
"54300 Vilkjärvi   (Lappeenranta )",178,319,39,280,268,115.7,268,0
"54310 Hytti   (Lappeenranta )",59,211,29,182,175,119.2,175,0
"54330 Simola   (Lappeenranta )",99,252,48,204,211,103.7,205,6
"54390 Pulsa   (Lappeenranta )",132,115,16,99,86,89.5,86,0
"54410 Ylämaa Keskus   (Lappeenranta )",483,536,83,453,532,93.3,532,0
"54430 Hujakkala   (Lappeenranta )",175,121,26,95,94,104.9,94,0
"54460 Ylijärvi   (Lappeenranta )",127,75,19,56,50,98.0,50,0
"54490 Ahomäki   (Miehikkälä )",155,145,18,127,126,92.8,107,19
"54500 Taavetti-Somerharju   (Luumäki )",1213,1353,253,1100,1731,82.5,1371,360
"54510 Uro   (Luumäki )",187,335,110,225,235,111.9,233,2
"54530 Luumäki   (Luumäki )",838,624,85,539,633,102.7,633,0
"54550 Suo-Anttila   (Luumäki )",102,56,7,49,39,112.7,39,0
"54580 Somerharju   (Luumäki )",103,31,3,28,22,92.8,22,0
"54590 Kaitjärvi   (Luumäki )",329,97,15,82,71,105.2,71,0
"54710 Lemi Keskus   (Lemi )",1054,717,88,629,790,86.8,762,28
"54720 Laksiainen   (Lemi )",85,102,9,93,76,110.8,76,0
"54750 Välijoki   (Savitaipale )",204,206,31,175,154,104.6,154,0
"54770 Heituinlahti   (Savitaipale )",829,393,60,333,288,103.5,288,0
"54800 Savitaipale Keskus   (Savitaipale )",1168,1325,282,1043,1502,83.5,1314,188
"54820 Kotimäki   (Lemi )",103,149,19,130,120,100.5,120,0
"54850 Kuukanniemi   (Lemi )",180,501,65,436,471,108.7,471,0
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",89,584,49,535,842,98.7,793,49
"54920 Taipalsaari   (Taipalsaari )",1369,780,185,595,697,104.9,670,27
"54930 Levänen   (Taipalsaari )",219,178,14,164,152,101.7,152,0
"54940 Solkei   (Taipalsaari )",291,95,13,82,69,109.6,69,0
"54950 Pettilä   (Savitaipale )",359,106,20,86,81,85.0,81,0
"54960 Vehkataipale   (Taipalsaari )",901,301,34,267,270,116.3,270,0
"55100 Imatra Keskus   (Imatra )",31,3056,230,2826,5915,76.9,3487,2428
"55120 Mansikkala-Tuulikallio   (Imatra )",2,708,111,597,2096,68.1,779,1317
"55300 Rauha-Tiuruniemi   (Lappeenranta )",77,489,83,406,540,88.9,413,127
"55320 Rauha   (Lappeenranta )",62,223,64,159,330,84.5,231,99
"55330 Tiuruniemi   (Lappeenranta )",3,13,6,7,38,73.4,14,24
"55400 Tainionkoski-Mustalampi   (Imatra )",1,631,31,600,720,87.9,648,72
"55420 Karhumäki-Karhukallio   (Imatra )",16,1063,124,939,1068,91.4,1044,24
"55510 Sotkulampi-Linnasuo   (Imatra )",0,168,10,158,909,62.6,165,744
"55610 Rajapatsas-Teppanala   (Imatra )",3,893,83,810,1741,74.7,953,788
"55700 Vintteri-Virasoja   (Imatra )",0,544,26,518,713,84.4,699,14
"55800 Vuoksenniska-Saarlampi   (Imatra )",197,1441,280,1161,2595,73.8,1286,1309
"55910 Rautio-Kurkvuori   (Imatra )",41,763,49,714,917,85.8,752,165
"56100 Ruokolahti Keskus   (Ruokolahti )",127,702,100,602,1182,81.7,847,335
"56120 Salosaari   (Ruokolahti )",223,403,36,367,379,108.3,379,0
"56140 Äitsaari   (Ruokolahti )",842,179,30,149,128,106.1,128,0
"56210 Virmutjoki   (Ruokolahti )",473,282,18,264,228,96.2,228,0
"56310 Syyspohja   (Ruokolahti )",784,173,24,149,118,105.6,118,0
"56330 Utula   (Ruokolahti )",79,39,5,34,26,86.8,26,0
"56350 Kyläniemi   (Taipalsaari )",166,36,14,22,18,88.7,18,0
"56410 Kaiturinpää   (Ruokolahti )",262,106,5,101,81,101.3,81,0
"56440 Pohja-Lankila   (Ruokolahti )",353,197,23,174,128,97.3,128,0
"56510 Puntala   (Ruokolahti )",97,236,38,198,206,94.8,206,0
"56550 Niska-Pietilä   (Rautjärvi )",79,96,12,84,69,101.1,69,0
"56610 Rautjärvi   (Rautjärvi )",496,384,46,338,359,79.1,359,0
"56640 Purnujärvi   (Rautjärvi )",67,80,10,70,55,92.2,55,0
"56710 Miettilä   (Rautjärvi )",42,97,11,86,74,106.0,74,0
"56730 Laikko   (Rautjärvi )",401,228,31,197,176,99.1,176,0
"56800 Simpele   (Rautjärvi )",437,1193,173,1020,1527,81.7,1204,323
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",291,325,90,235,3081,57.2,199,2882
"57120 Savonlinna   (Savonlinna )",0,9,7,2,23,88.5,10,13
"57130 Savonlinna Keskus   (Savonlinna )",0,189,47,142,1623,60.5,109,1514
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",8,198,16,182,1569,59.1,187,1382
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",0,608,102,506,1572,72.7,829,743
"57210 Nojanmaa   (Savonlinna )",26,782,94,688,1380,81.5,950,430
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",0,340,29,311,914,69.6,386,528
"57230 Inkerinkylä   (Savonlinna )",960,1134,162,972,1959,79.7,1242,717
"57310 Rinkilä   (Savonlinna )",576,474,75,399,369,101.5,369,0
"57510 Laitaatsilta   (Savonlinna )",0,182,15,167,246,94.5,219,27
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",155,652,39,613,897,96.5,774,123
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",26,887,16,871,1424,90.8,1278,146
"57810 Aholahti   (Savonlinna )",220,180,29,151,174,96.8,161,13
"58130 Oravi   (Savonlinna )",177,105,29,76,71,93.4,71,0
"58140 Ahvensalmi   (Savonlinna )",196,85,16,69,49,101.0,49,0
"58150 Makkola   (Savonlinna )",107,120,15,105,104,110.9,104,0
"58160 Karvila   (Enonkoski )",46,109,14,95,87,100.0,87,0
"58170 Simanala   (Enonkoski )",174,148,13,135,122,115.0,122,0
"58175 Enonkoski Keskus   (Enonkoski )",207,494,90,404,571,85.8,556,15
"58180 Ihamaniemi   (Enonkoski )",370,136,23,113,88,100.7,88,0
"58200 Kerimäki Keskus   (Savonlinna )",1064,1541,308,1233,1804,87.0,1667,137
"58220 Louhi   (Savonlinna )",79,278,63,215,224,90.5,224,0
"58260 Kumpuranta   (Savonlinna )",269,142,23,119,105,103.7,105,0
"58300 Savonranta Keskus   (Savonlinna )",615,476,107,369,478,75.4,447,31
"58320 Raikuu   (Savonlinna )",305,168,48,120,102,107.0,102,0
"58350 Villala   (Kitee )",214,178,38,140,124,92.6,124,0
"58360 Säimen   (Savonlinna )",281,150,16,134,108,92.4,108,0
"58390 Rönkönvaara   (Savonlinna )",85,65,11,54,49,88.8,49,0
"58410 Haapakallio   (Savonlinna )",40,296,47,249,254,111.8,254,0
"58420 Silvola   (Savonlinna )",69,172,23,149,145,107.1,145,0
"58430 Kulennoinen   (Savonlinna )",175,299,61,238,221,109.9,221,0
"58450 Punkaharju   (Savonlinna )",235,386,176,210,233,95.0,220,13
"58500 Punkasalmi   (Savonlinna )",211,645,131,514,1028,76.5,825,203
"58520 Hiukkajoki   (Savonlinna )",320,290,98,192,164,102.9,160,4
"58550 Putikko   (Savonlinna )",217,357,110,247,243,85.7,228,15
"58570 Ruhvana   (Savonlinna )",116,58,3,55,38,110.5,38,0
"58580 Vuoriniemi   (Savonlinna )",158,93,20,73,61,104.9,61,0
"58610 Telakanava   (Sulkava )",355,98,11,87,70,109.1,70,0
"58620 Lohilahti   (Sulkava )",458,222,31,191,170,91.1,170,0
"58650 Kiviapaja   (Savonlinna )",209,97,18,79,69,99.8,69,0
"58680 Piojärvi   (Savonlinna )",100,41,6,35,35,83.1,28,7
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",352,79,11,68,56,114.2,56,0
"58700 Sulkava Keskus   (Sulkava )",1301,1239,216,1023,1286,87.7,1239,47
"58720 Kaartilankoski   (Sulkava )",471,185,21,164,147,116.4,147,0
"58770 Pihlajalahti   (Savonlinna )",251,150,11,139,130,106.6,130,0
"58810 Kallislahti   (Savonlinna )",187,198,24,174,163,107.2,162,1
"58830 Parkumäki   (Rantasalmi )",202,167,15,152,139,107.5,139,0
"58850 Hiltula   (Rantasalmi )",54,77,15,62,54,111.8,54,0
"58900 Rantasalmi Keskus   (Rantasalmi )",1377,1187,227,960,1466,83.6,1102,364
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",70,149,50,99,101,96.3,101,0
"58920 Kolkontaipale   (Rantasalmi )",200,253,36,217,171,105.1,171,0
"58940 Tuusmäki   (Rantasalmi )",148,137,9,128,110,120.3,110,0
"59100 Parikkala Keskus   (Parikkala )",408,1034,157,877,1361,81.6,986,375
"59130 Koitsanlahti   (Parikkala )",110,131,14,117,99,103.0,99,0
"59210 Melkoniemi   (Parikkala )",167,115,19,96,83,100.5,83,0
"59310 Särkisalmi   (Parikkala )",182,512,74,438,531,90.2,520,11
"59320 Haapaoja   (Parikkala )",76,64,5,59,53,107.4,53,0
"59410 Kirjavala   (Parikkala )",173,284,39,245,232,98.0,232,0
"59510 Maironiemi   (Parikkala )",37,193,31,162,254,75.9,248,6
"59520 Saari   (Parikkala )",37,88,17,71,73,102.8,65,8
"59530 Mikkolanniemi   (Parikkala )",63,61,10,51,51,98.3,51,0
"59610 Tarnala   (Parikkala )",37,116,14,102,97,99.3,97,0
"59710 Kummunkylä   (Parikkala )",56,73,16,57,52,97.6,52,0
"59720 Niukkala   (Parikkala )",168,121,36,85,113,75.8,113,0
"59730 Uukuniemi   (Parikkala )",255,112,44,68,73,85.1,73,0
"59800 Kesälahti Keskus   (Kitee )",631,945,233,712,1020,81.9,927,93
"59810 Suurikylä   (Kitee )",110,99,44,55,54,104.8,54,0
"59820 Purujärvi-Rajavaara   (Kitee )",65,128,24,104,86,96.6,86,0
"60100 Seinäjoki Keskus   (Seinäjoki )",0,1458,367,1091,7236,63.1,1337,5899
"60120 Pohja   (Seinäjoki )",1,678,132,546,1530,72.8,860,670
"60150 Kasperi   (Seinäjoki )",0,959,37,922,2487,80.6,1323,1164
"60200 Törnävä   (Seinäjoki )",28,2659,124,2535,5292,86.0,4023,1269
"60220 Huhtala   (Seinäjoki )",1,261,52,209,1274,68.4,477,797
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",0,10,10,0,0,0.0,0,0
"60320 Alakylä-Jouppi   (Seinäjoki )",2,1755,145,1610,3324,89.4,2715,609
"60420 Impivaara   (Seinäjoki )",10,467,34,433,448,120.7,442,6
"60450 Munakka   (Ilmajoki )",18,214,23,191,188,109.1,188,0
"60510 Hyllykallio   (Seinäjoki )",1,2267,298,1969,3751,93.5,3309,442
"60550 Nurmo Keskus   (Seinäjoki )",51,1615,167,1448,1973,100.9,1769,204
"60560 Halkosaari   (Seinäjoki )",6,217,12,205,257,108.0,257,0
"60640 Kurjenneva   (Seinäjoki )",77,295,40,255,260,113.3,260,0
"60720 Tuomikylä   (Ilmajoki )",15,730,46,684,786,114.6,786,0
"60760 Pohjanluoma   (Ilmajoki )",76,468,66,402,407,109.8,407,0
"60800 Ilmajoki Keskus   (Ilmajoki )",112,2278,334,1944,2917,92.1,2633,284
"61100 Peräseinäjoki Keskus   (Seinäjoki )",208,923,129,794,1146,84.9,1039,107
"61110 Vuolle   (Seinäjoki )",8,117,11,106,98,96.2,98,0
"61120 Louko   (Seinäjoki )",30,290,18,272,279,114.5,279,0
"61140 Pasto   (Seinäjoki )",6,72,5,67,60,83.9,60,0
"61150 Sydänmaa   (Alavus )",328,50,7,43,36,104.9,36,0
"61160 Koura   (Seinäjoki )",52,321,38,283,295,90.7,295,0
"61170 Sääskiniemi   (Alavus )",433,183,25,158,145,98.2,145,0
"61180 Haapaluoma   (Seinäjoki )",16,129,7,122,119,90.3,119,0
"61220 Myllysalo   (Kurikka )",26,139,21,118,109,103.4,109,0
"61230 Luopa   (Kurikka )",49,404,58,346,349,99.2,349,0
"61250 Jalasto   (Kurikka )",18,178,25,153,151,109.1,151,0
"61270 Luopajärvi   (Kurikka )",30,328,53,275,279,109.1,279,0
"61280 Jokipii   (Kurikka )",25,305,45,260,280,99.6,276,4
"61290 Taivalmaa   (Kurikka )",20,80,8,72,64,84.2,64,0
"61300 Kurikka Keskus   (Kurikka )",104,2817,632,2185,3395,89.0,2860,535
"61310 Panttila   (Kurikka )",22,396,71,325,363,97.7,358,5
"61330 Koskenkorva   (Ilmajoki )",38,1004,144,860,1015,95.8,933,82
"61340 Nopankylä   (Ilmajoki )",84,164,25,139,136,102.0,136,0
"61350 Huissi   (Ilmajoki )",35,211,24,187,190,105.7,190,0
"61360 Mieto   (Kurikka )",119,595,109,486,499,102.1,494,5
"61370 Lohiluoma   (Kurikka )",27,213,35,178,171,105.1,171,0
"61380 Polvenkylä   (Kurikka )",31,94,11,83,81,93.5,81,0
"61400 Ylistaro Keskus   (Seinäjoki )",44,923,202,721,1117,88.9,1110,7
"61410 Ylistaro Asemanseutu   (Seinäjoki )",60,458,62,396,400,99.1,400,0
"61430 Isorehto   (Seinäjoki )",43,210,26,184,183,107.0,183,0
"61440 Untamala   (Seinäjoki )",32,127,21,106,99,108.9,99,0
"61450 Kylänpää   (Seinäjoki )",67,414,77,337,305,100.3,305,0
"61460 Hanhikoski   (Seinäjoki )",24,138,16,122,119,106.8,119,0
"61470 Kitinoja   (Seinäjoki )",17,193,16,177,191,115.8,191,0
"61500 Isokyrö Keskus   (Isokyrö )",97,1192,132,1060,1408,91.7,1255,153
"61520 Lehmäjoki   (Isokyrö )",29,168,21,147,136,98.4,136,0
"61550 Orismala   (Isokyrö )",68,389,55,334,339,102.7,339,0
"61560 Orisberg   (Isokyrö )",38,43,7,36,32,112.7,32,0
"61600 Jalasjärvi Keskus   (Kurikka )",51,1554,290,1264,2248,85.3,1962,286
"61630 Hirvijärvi   (Kurikka )",30,182,22,160,159,102.8,159,0
"61640 Ala-Valli   (Kurikka )",44,147,16,131,122,94.5,122,0
"61650 Kalakoski   (Seinäjoki )",40,235,23,212,217,86.0,217,0
"61680 Mantila   (Kurikka )",26,147,17,130,126,101.8,115,11
"61710 Pentinmäki   (Kurikka )",8,158,24,134,139,108.4,139,0
"61720 Koskue   (Kurikka )",127,375,48,327,316,94.9,309,7
"61730 Yli-Valli   (Kurikka )",85,191,21,170,142,95.2,142,0
"61760 Ilvesjoki   (Kurikka )",31,209,33,176,175,100.1,175,0
"61800 Kauhajoki Keskus   (Kauhajoki )",35,3183,411,2772,4514,90.2,4050,464
"61810 Luomankylä   (Kauhajoki )",9,157,13,144,142,101.8,142,0
"61820 Kainasto   (Kauhajoki )",17,362,45,317,303,94.5,302,1
"61840 Norinkylä   (Teuva )",15,197,29,168,173,95.8,173,0
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",65,1142,187,955,1148,94.1,1126,22
"61860 Harja   (Kauhajoki )",9,115,8,107,96,103.8,96,0
"61880 Ikkeläjärvi   (Kauhajoki )",58,125,18,107,103,92.4,103,0
"61910 Nummijärvi   (Kauhajoki )",234,176,27,149,149,93.8,149,0
"61920 Nummikoski   (Kauhajoki )",13,63,3,60,44,95.2,44,0
"61940 Hyyppä   (Kauhajoki )",27,190,13,177,152,94.8,152,0
"61950 Juonikylä   (Kauhajoki )",9,122,15,107,99,92.9,99,0
"61960 Kyrönlatva   (Kauhajoki )",25,119,13,106,91,97.5,91,0
"61980 Päntäne   (Kauhajoki )",69,578,55,523,518,89.4,503,15
"62100 Lapua Keskus   (Lapua )",155,3896,581,3315,5415,92.6,4091,1324
"62130 Hellanmaa   (Lapua )",39,291,31,260,246,118.8,246,0
"62150 Rintakangas   (Kauhava )",5,77,14,63,61,111.5,61,0
"62160 Karhunkylä   (Lapua )",49,295,29,266,263,115.6,263,0
"62165 Tiisteenjoki   (Lapua )",50,198,25,173,170,107.7,170,0
"62170 Lakaluoma   (Lapua )",69,162,12,150,139,95.7,139,0
"62175 Ylikylä-Mäenpää   (Lapua )",18,89,9,80,80,109.5,80,0
"62185 Mäki-Paavola   (Lapua )",124,91,20,71,67,111.2,67,0
"62190 Ruha   (Lapua )",38,297,25,272,274,111.6,274,0
"62200 Kauhava Keskus   (Kauhava )",104,2397,420,1977,3081,90.3,2564,517
"62220 Pernaa   (Kauhava )",21,266,29,237,226,108.0,220,6
"62230 Jylhä   (Kauhava )",29,237,36,201,187,109.0,187,0
"62240 Huhmarkoski   (Kauhava )",58,363,41,322,295,101.3,295,0
"62260 Hirvijoki   (Kauhava )",15,109,10,99,93,104.9,93,0
"62280 Mustamaa   (Lapua )",17,71,12,59,54,111.7,54,0
"62290 Hirvikylä   (Lapua )",20,151,12,139,134,97.6,134,0
"62295 Kauhajärvi   (Lapua )",64,276,51,225,208,100.4,208,0
"62300 Härmä   (Kauhava )",98,1060,186,874,1257,94.2,1180,77
"62310 Voltti   (Kauhava )",124,658,70,588,551,106.2,550,1
"62340 Kuoppa-Vakkuri   (Kauhava )",18,61,5,56,56,96.3,56,0
"62350 Ekola   (Kauhava )",13,58,9,49,50,118.9,50,0
"62370 Kangasto   (Kauhava )",0,51,10,41,103,73.3,76,27
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",94,1188,182,1006,1318,94.6,1280,38
"62380 Kosolankylä   (Kauhava )",23,137,8,129,122,95.2,122,0
"62395 Petterinmäki   (Vöyri )",27,99,16,83,73,90.0,73,0
"62410 Rintala   (Kauhava )",53,151,10,141,145,112.5,145,0
"62420 Kortesjärvi Keskus   (Kauhava )",101,493,104,389,558,89.1,549,9
"62430 Peltotupa   (Kauhava )",9,72,7,65,60,107.3,60,0
"62435 Pirttinen   (Kauhava )",22,82,19,63,63,99.0,60,3
