"Postal code area","Free-time residences, 2017 (RA)","Buildings, total, 2017 (RA)","Other buildings, 2017 (RA)","Residential buildings, 2017 (RA)","Dwellings, 2017 (RA)","Average floor area, 2017 (RA)","Dwellings in small houses, 2017 (RA)","Dwellings in blocks of flats, 2017 (RA)"
"21620 Kuusisto   (Kaarina )",239,815,92,723,867,124.5,867,0
"21630 Lielahti   (Parainen )",445,332,49,283,253,117.8,253,0
"21650 Lillandet   (Parainen )",1066,367,91,276,242,110.3,236,6
"21660 Nauvo Keskus   (Parainen )",987,543,136,407,513,91.4,476,37
"21670 Mattnäs-Nötö   (Parainen )",384,238,97,141,111,101.3,111,0
"21680 Nötö   (Parainen )",125,17,4,13,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",1044,499,118,381,422,89.5,403,19
"21720 Korpoström   (Parainen )",151,34,9,25,15,99.3,15,0
"21740 Utö   (Parainen )",34,48,20,28,39,83.8,39,0
"21750 Norrskata   (Parainen )",537,124,56,68,64,83.0,64,0
"21760 Houtskär Keskus   (Parainen )",852,390,99,291,243,89.6,243,0
"21770 Mossala   (Parainen )",193,119,36,83,65,95.3,65,0
"21800 Kyrö   (Pöytyä )",78,1123,186,937,1241,96.7,1166,75
"21820 Kumila   (Pöytyä )",32,208,16,192,190,106.6,190,0
"21840 Karinainen   (Pöytyä )",17,165,17,148,141,134.8,141,0
"21860 Auvainen   (Pöytyä )",18,208,15,193,191,110.4,191,0
"21870 Riihikoski   (Pöytyä )",56,839,150,689,990,94.4,921,69
"21880 Pöytyä   (Pöytyä )",30,230,26,204,214,109.3,211,3
"21890 Haveri   (Pöytyä )",32,138,4,134,123,128.2,123,0
"21900 Yläne Keskus   (Pöytyä )",661,881,186,695,851,90.2,772,79
"21930 Uusikartano   (Pöytyä )",97,364,33,331,300,99.1,300,0
"22100 Maarianhamina   (Maarianhamina - Mariehamn )",92,3327,695,2632,7214,81.3,2960,4254
"22120 Möckelö   (Jomala )",43,398,70,328,379,119.4,353,26
"22130 Gottby   (Jomala )",118,453,91,362,363,122.8,355,8
"22140 Önningby   (Jomala )",86,471,42,429,492,124.1,455,37
"22150 Jomala Centrum   (Jomala )",111,811,137,674,862,104.5,736,126
"22160 Järsö   (Lemland )",214,199,33,166,164,133.7,164,0
"22220 Emkarby   (Finström )",167,269,75,194,196,106.6,196,0
"22240 Hammarland   (Hammarland )",440,909,241,668,750,100.9,722,28
"22270 Storby   (Eckerö )",530,819,338,481,497,98.1,477,20
"22310 Pålsböle   (Finström )",121,344,84,260,251,110.2,251,0
"22320 Ödkarby   (Saltvik )",213,469,83,386,409,110.0,400,9
"22330 Tjudö   (Finström )",102,210,60,150,143,116.1,143,0
"22340 Geta   (Geta )",406,345,99,246,262,101.0,262,0
"22410 Godby   (Finström )",107,717,153,564,783,100.1,680,103
"22430 Saltvik   (Saltvik )",298,427,93,334,350,103.9,350,0
"22520 Tosarby   (Sund )",133,322,65,257,268,96.6,265,3
"22530 Sund   (Sund )",193,329,68,261,266,95.3,262,4
"22550 Vårdö   (Vårdö )",515,317,105,212,219,102.5,215,4
"22610 Lemland   (Lemland )",668,816,168,648,668,112.5,649,19
"22630 Lumparland   (Lumparland )",310,302,94,208,193,108.8,193,0
"22710 Ålands Degerby   (Föglö )",657,398,93,305,304,99.3,299,5
"22720 Sottunga   (Sottunga )",103,111,46,65,69,91.3,69,0
"22730 Kökar   (Kökar )",240,229,57,172,158,83.4,153,5
"22810 Seglinge   (Kumlinge )",63,43,17,26,22,93.0,22,0
"22820 Kumlinge   (Kumlinge )",165,173,55,118,108,98.1,108,0
"22830 Enklinge   (Kumlinge )",34,55,15,40,38,94.2,38,0
"22840 Lappo   (Brändö )",58,71,18,53,53,91.0,53,0
"22910 Torsholma   (Brändö )",25,55,19,36,45,88.3,45,0
"22920 Brändö-Åland   (Brändö )",96,125,40,85,104,86.5,104,0
"22930 Fiskö   (Brändö )",41,36,12,24,21,94.9,21,0
"22940 Åva   (Brändö )",49,60,16,44,48,103.3,48,0
"22950 Jurmo   (Brändö )",32,34,4,30,28,77.8,28,0
"23100 Mynämäki Keskus   (Mynämäki )",771,2833,388,2445,3079,97.1,2739,340
"23120 Mietoinen Keskus   (Mynämäki )",101,471,87,384,435,106.9,430,5
"23140 Hietamäki   (Mynämäki )",169,360,38,322,318,106.9,314,4
"23200 Vinkkilä   (Vehmaa )",367,832,156,676,870,95.7,777,93
"23210 Vehmaa   (Vehmaa )",319,370,47,323,301,106.8,298,3
"23260 Rautila   (Vehmaa )",178,133,25,108,112,112.7,98,14
"23310 Taivassalo   (Taivassalo )",2038,1130,303,827,920,100.1,839,81
"23360 Kustavi   (Kustavi )",3105,805,275,530,570,92.9,545,25
"23390 Iniö   (Parainen )",645,209,63,146,141,93.9,141,0
"23450 Lokalahti   (Uusikaupunki )",1266,560,98,462,500,96.8,500,0
"23500 Uusikaupunki Keskus   (Uusikaupunki )",1220,3300,656,2644,6780,80.2,3479,3301
"23600 Kalanti Keskus   (Uusikaupunki )",263,976,126,850,1073,96.8,1035,38
"23660 Kalanti Asemanseutu   (Uusikaupunki )",67,202,12,190,169,114.8,169,0
"23800 Laitila Keskus   (Laitila )",1198,3286,533,2753,4140,91.4,3052,1088
"23840 Soukainen   (Laitila )",22,145,12,133,129,112.1,129,0
"23880 Suontaka   (Laitila )",9,63,6,57,53,96.8,53,0
"23930 Pyhämaa   (Uusikaupunki )",1048,397,60,337,315,95.6,315,0
"23950 Pyhäranta   (Pyhäranta )",165,310,52,258,278,100.3,278,0
"23960 Santtio   (Pyhäranta )",188,151,20,131,118,103.2,118,0
"24100 Salo Keskus   (Salo )",3,2008,493,1515,6036,68.7,2331,3705
"24130 Ylhäisi   (Salo )",38,1261,147,1114,1847,90.9,1470,377
"24240 Rappula   (Salo )",6,976,160,816,2261,79.1,1128,1133
"24260 Ollikkala   (Salo )",19,1004,102,902,2607,75.9,1424,1183
"24280 Tupuri-Hähkänä   (Salo )",12,1545,121,1424,2217,104.5,2143,74
"24800 Halikko Keskus   (Salo )",24,1159,103,1056,2555,83.9,1644,911
"24910 Halikko Asemanseutu   (Salo )",35,528,104,424,442,121.8,442,0
"25110 Kruusila   (Salo )",495,222,29,193,187,103.0,187,0
"25130 Muurla   (Salo )",263,761,106,655,752,106.6,752,0
"25160 Tuohittu   (Salo )",58,68,7,61,57,108.1,57,0
"25170 Kotalato   (Salo )",65,85,15,70,67,105.4,63,4
"25180 Romsila   (Salo )",274,139,18,121,108,115.0,108,0
"25190 Inkere   (Salo )",18,363,38,325,471,93.7,435,36
"25210 Vartsala   (Salo )",88,190,12,178,178,126.7,173,5
"25230 Angelniemi   (Salo )",207,208,19,189,178,101.9,178,0
"25240 Hajala   (Salo )",89,359,28,331,321,107.7,316,5
"25250 Märynummi   (Salo )",6,358,33,325,544,91.7,447,97
"25260 Vaskio   (Salo )",135,510,51,459,502,103.9,492,10
"25320 Raatala   (Salo )",56,243,29,214,209,106.0,209,0
"25330 Kuusjoki Keskus   (Salo )",48,416,51,365,452,91.8,448,4
"25340 Kanunki   (Salo )",59,216,29,187,198,104.3,198,0
"25360 Pertteli Keskus   (Salo )",14,460,53,407,565,99.0,553,12
"25370 Hiisi   (Salo )",125,354,18,336,319,105.1,319,0
"25380 Rekijoki   (Salo )",109,285,29,256,277,94.8,277,0
"25390 Kiikala Keskus   (Salo )",428,478,80,398,495,92.4,495,0
"25410 Suomusjärvi Keskus   (Salo )",949,570,71,499,642,90.5,630,12
"25420 Lahnajärvi   (Salo )",333,125,25,100,84,98.5,84,0
"25430 Kettula   (Salo )",232,55,4,51,41,108.4,41,0
"25460 Toija   (Salo )",515,601,73,528,653,92.4,626,27
"25470 Kisko kk   (Salo )",591,229,24,205,171,93.2,171,0
"25500 Perniö Keskus   (Salo )",463,1327,174,1153,1856,90.8,1380,476
"25520 Perniö Asemanseutu   (Salo )",91,347,47,300,311,112.3,311,0
"25540 Knaapila   (Salo )",85,129,13,116,110,120.9,110,0
"25550 Aijala   (Salo )",86,71,9,62,94,72.5,50,44
"25560 Koski Asemanseutu   (Salo )",95,164,12,152,125,95.8,125,0
"25570 Teijo-Mathildedal   (Salo )",137,347,44,303,368,96.5,320,48
"25610 Ylönkylä   (Salo )",193,252,27,225,200,110.8,196,4
"25630 Finby   (Salo )",235,175,35,140,182,97.3,172,10
"25640 Förby   (Salo )",379,208,42,166,170,90.3,167,3
"25650 Strömma   (Kemiönsaari )",135,113,9,104,86,106.5,83,3
"25660 Mathildedal   (Salo )",177,152,21,131,138,94.9,124,14
"25700 Kemiö Keskus   (Kemiönsaari )",695,1239,148,1091,1386,92.3,1181,205
"25710 Vreta-Vestlax   (Kemiönsaari )",94,191,31,160,171,103.9,152,19
"25730 Mjösund   (Kemiönsaari )",250,112,25,87,73,84.4,63,10
"25760 Kiila   (Kemiönsaari )",270,93,10,83,72,115.8,72,0
"25810 Mark   (Kemiönsaari )",20,44,4,40,41,93.1,41,0
"25820 Vestlax   (Kemiönsaari )",109,79,5,74,70,90.7,67,3
"25830 Västanfjärd Keskus   (Kemiönsaari )",606,322,47,275,312,98.9,269,43
"25840 Nivelax   (Kemiönsaari )",47,156,18,138,133,101.0,133,0
"25860 Björkboda   (Kemiönsaari )",68,200,28,172,254,83.6,188,66
"25870 Dragsfjärd   (Kemiönsaari )",360,574,85,489,541,95.0,459,82
"25900 Taalintehdas   (Kemiönsaari )",993,635,90,545,1112,72.7,522,590
"25910 Vänoxa   (Kemiönsaari )",98,8,2,6,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",220,85,37,48,42,117.8,42,0
"25940 Hiittinen   (Kemiönsaari )",398,71,17,54,53,92.3,53,0
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",380,131,41,90,77,94.5,77,0
"25960 Högsåra   (Kemiönsaari )",122,50,21,29,27,92.7,27,0
"26100 Rauma Keskus   (Rauma )",81,3456,924,2532,10547,71.5,3289,7258
"26200 Merirauma-Kappelinluhta   (Rauma )",397,1408,81,1327,2629,95.3,1874,755
"26410 Kaaro   (Rauma )",334,653,51,602,606,113.8,606,0
"26510 Uotila   (Rauma )",17,1178,173,1005,1268,99.9,1112,156
"26560 Kolla   (Rauma )",28,342,47,295,289,119.5,289,0
"26660 Paroalho   (Rauma )",49,1079,60,1019,2821,80.3,1521,1300
"26720 Monnanummi   (Rauma )",2,136,12,124,146,115.8,146,0
"26740 Vasarainen   (Rauma )",81,271,30,241,240,112.1,240,0
"26820 Sampaanala   (Rauma )",58,496,140,356,885,78.2,497,388
"26840 Kortela   (Rauma )",74,299,17,282,354,103.5,354,0
"26910 Unaja   (Rauma )",20,322,38,284,280,110.0,280,0
"26930 Vermuntila   (Rauma )",125,319,28,291,273,108.6,273,0
"26950 Voiluoto   (Rauma )",322,213,17,196,186,110.6,186,0
"27100 Eurajoki Keskus   (Eurajoki )",143,1466,275,1191,1620,100.4,1502,118
"27110 Irjanne   (Eurajoki )",41,341,38,303,265,99.1,265,0
"27130 Eurajoki asemanseutu   (Eurajoki )",36,212,30,182,159,103.5,159,0
"27150 Lapijoki   (Eurajoki )",306,720,168,552,578,108.3,578,0
"27160 Olkiluoto   (Eurajoki )",14,66,66,0,0,0.0,0,0
"27170 Kuivalahti   (Eurajoki )",521,270,54,216,182,98.3,182,0
"27220 Ala-Kieri   (Rauma )",90,306,23,283,267,108.1,267,0
"27230 Lappi   (Rauma )",416,967,159,808,1014,100.7,904,110
"27250 Kodiksami   (Rauma )",19,86,12,74,70,103.1,70,0
"27260 Kuolimaa   (Rauma )",156,134,17,117,92,105.9,92,0
"27310 Kodisjoki   (Rauma )",143,276,31,245,248,100.9,234,14
"27320 Ihode   (Pyhäranta )",52,395,71,324,361,103.6,361,0
"27340 Reila   (Pyhäranta )",525,295,34,261,244,107.8,244,0
"27400 Kiukainen Keskus   (Eura )",19,681,96,585,656,98.0,623,33
"27420 Panelia Asemanseutu   (Eura )",6,171,26,145,131,107.8,131,0
"27430 Panelia   (Eura )",36,645,84,561,645,97.2,612,33
"27450 Harola   (Eura )",14,121,10,111,110,106.9,110,0
"27500 Kauttua   (Eura )",306,1365,181,1184,1686,93.6,1393,293
"27510 Eura Keskus   (Eura )",272,1883,318,1565,2200,93.0,1807,393
"27600 Hinnerjoki   (Eura )",146,482,75,407,401,96.0,398,3
"27640 Honkilahti kk   (Eura )",83,206,23,183,159,99.1,159,0
"27650 Honkilahti   (Eura )",318,220,33,187,188,93.8,188,0
"27670 Mannila   (Eura )",212,119,23,96,91,108.9,91,0
"27710 Köyliö Keskus   (Säkylä )",92,569,73,496,557,95.0,511,46
"27730 Tuiskula   (Säkylä )",15,114,14,100,92,107.7,92,0
"27740 Voitoinen   (Säkylä )",14,103,6,97,91,93.2,91,0
"27750 Yttilä   (Säkylä )",216,244,36,208,179,98.2,179,0
"27800 Säkylä Keskus   (Säkylä )",245,1487,241,1246,1704,99.5,1426,278
"27820 Iso-Vimma   (Säkylä )",81,414,87,327,417,96.8,362,55
"27840 Kakkuri   (Säkylä )",49,244,28,216,235,105.3,222,13
"27860 Vuori   (Säkylä )",15,230,47,183,163,112.3,163,0
"27910 Huovinrinne   (Säkylä )",0,37,17,20,213,62.0,107,106
"27920 Otajoki   (Säkylä )",257,199,47,152,138,104.9,138,0
"28100 Pori Keskus   (Pori )",373,1374,523,851,10276,59.0,1043,9233
"28120 Käppärä-Isomäki   (Pori )",0,875,101,774,2448,63.5,1205,1243
"28130 Impola   (Pori )",2,1347,302,1045,4518,61.2,1161,3357
"28190 Pormestarinluoto   (Pori )",358,749,129,620,2365,69.4,826,1539
"28200 Toejoki   (Pori )",1,1803,116,1687,2310,96.5,2290,20
"28220 Ruosniemi   (Pori )",8,1846,176,1670,2190,97.5,2159,31
"28240 Isojoenranta   (Pori )",4,355,28,327,367,103.2,367,0
"28260 Harjunpää   (Ulvila )",4,482,31,451,452,104.7,436,16
"28300 Kalaholma-Väinölä   (Pori )",44,887,74,813,1125,106.7,1121,4
"28330 Koivistonluoto   (Pori )",3,664,133,531,1709,76.3,697,1012
"28360 Vanhakoivisto   (Pori )",0,1139,152,987,2433,79.6,1355,1078
"28370 Sampola   (Pori )",1,434,35,399,2097,66.5,451,1646
"28400 Ulvila Keskus   (Ulvila )",4,1984,248,1736,2875,93.7,2262,613
"28430 Kartano-Harmaalinna   (Pori )",0,722,182,540,745,98.3,741,4
"28450 Vanha-Ulvila   (Ulvila )",6,1479,111,1368,2097,97.1,1640,457
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",0,104,62,42,673,45.5,317,356
"28540 Pinomäki   (Pori )",1,270,46,224,276,104.7,276,0
"28560 Lattomeri   (Pori )",12,262,31,231,219,108.2,219,0
"28580 Niittymaa   (Pori )",4,300,34,266,268,110.9,268,0
"28600 Vähärauma   (Pori )",18,1703,256,1447,2470,94.8,1933,537
"28610 Musa-Tiiliruukki   (Pori )",1,1360,180,1180,2148,83.2,1495,653
"28660 Pietniemi-Leppäkorpi   (Pori )",472,1473,142,1331,1811,100.4,1695,116
"28760 Kyläsaari   (Pori )",68,1088,205,883,1023,102.7,1023,0
"28800 Pihlava   (Pori )",46,1567,198,1369,2369,84.5,1621,748
"28840 Yyteri-Kaanaa   (Pori )",275,485,147,338,525,85.3,341,184
"28880 Mäntyluoto   (Pori )",20,219,128,91,310,71.4,110,200
"28900 Tahkoluoto-Reposaari   (Pori )",968,713,228,485,633,84.3,539,94
"29100 Luvia Keskus   (Eurajoki )",1349,1534,235,1299,1425,106.7,1388,37
"29180 Peränkylä   (Eurajoki )",71,173,21,152,134,104.3,134,0
"29200 Harjavalta Keskus   (Harjavalta )",46,2866,540,2326,4268,85.5,2933,1335
"29250 Nakkila Keskus   (Nakkila )",47,2258,408,1850,2454,95.3,2072,382
"29270 Hormisto   (Nakkila )",17,288,43,245,223,99.6,223,0
"29280 Järvimaa   (Nakkila )",4,176,20,156,143,104.2,143,0
"29310 Kaasmarkku   (Ulvila )",13,308,29,279,279,105.7,270,9
"29320 Leineperi   (Ulvila )",30,115,5,110,107,96.8,107,0
"29340 Kullaa Keskus   (Ulvila )",277,539,83,456,495,94.8,495,0
"29350 Palus   (Ulvila )",98,175,14,161,152,104.5,152,0
"29570 Söörmarkku   (Pori )",12,500,86,414,413,120.0,413,0
"29600 Noormarkku Keskus   (Pori )",358,2051,294,1757,2256,102.6,2024,232
"29630 Pomarkku Keskus   (Pomarkku )",762,1080,202,878,1021,95.2,948,73
"29640 Honkakoski   (Pomarkku )",214,219,42,177,159,97.5,159,0
"29680 Kairila   (Pori )",164,261,35,226,187,94.6,187,0
"29700 Ahlainen   (Pori )",931,627,137,490,446,91.0,446,0
"29720 Lamppi   (Pori )",155,145,23,122,105,92.0,105,0
"29740 Etelämaa   (Merikarvia )",40,54,4,50,45,109.7,45,0
"29750 Pohjansaha   (Merikarvia )",129,83,19,64,60,90.4,60,0
"29760 Köörtilä   (Merikarvia )",397,114,45,69,50,96.8,50,0
"29790 Tuorila   (Merikarvia )",48,245,66,179,167,104.9,167,0
"29810 Siikainen Keskus   (Siikainen )",355,577,136,441,543,84.1,506,37
"29830 Sammi   (Siikainen )",60,134,23,111,97,102.6,97,0
"29860 Otamo   (Siikainen )",57,102,23,79,70,92.9,70,0
"29880 Leväsjoki-Saarineva   (Siikainen )",398,152,35,117,116,95.0,116,0
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1162,1400,362,1038,1241,89.0,1068,173
"29940 Kuvaskangas   (Merikarvia )",80,208,28,180,153,104.8,153,0
"30100 Forssa Keskus   (Tammela )",908,3486,617,2869,5941,82.6,3242,2699
"30300 Viksberg   (Forssa )",0,371,99,272,1858,62.8,251,1607
"30420 Tölö   (Forssa )",1,1307,222,1085,2704,78.6,1238,1466
"31110 Matku   (Forssa )",351,379,51,328,295,96.8,288,7
"31130 Koijärvi   (Forssa )",123,161,31,130,135,97.5,135,0
"31140 Menonen   (Urjala )",62,133,15,118,100,107.9,100,0
"31160 Nuutajärvi   (Urjala )",116,203,29,174,220,82.8,214,6
"31170 Savijoki   (Forssa )",194,147,20,127,111,101.1,111,0
"31230 Susikas   (Tammela )",417,159,31,128,111,105.4,111,0
"31250 Teuro   (Tammela )",309,168,33,135,115,111.2,115,0
"31300 Tammela Keskus   (Tammela )",495,1269,216,1053,1621,93.3,1312,309
"31310 Mustiala   (Tammela )",15,74,29,45,49,99.3,49,0
"31340 Porras   (Tammela )",463,369,63,306,272,106.4,272,0
"31350 Vistinkoski   (Tammela )",439,206,51,155,130,94.2,128,2
"31370 Eerikkilän Urheiluopisto   (Tammela )",1,13,12,1,..,..,..,..
"31380 Letku-Torro   (Tammela )",449,238,66,172,162,109.1,154,8
"31400 Somero Keskus   (Somero )",374,2628,448,2180,3622,85.6,2929,693
"31410 Ylöpirtti   (Somero )",114,240,35,205,186,110.1,186,0
"31450 Häntälä   (Somero )",116,231,29,202,171,115.0,171,0
"31460 Hirsjärvi   (Somero )",202,178,19,159,138,112.6,138,0
"31470 Somerniemi   (Somero )",938,501,97,404,366,102.3,366,0
"31490 Terttilä   (Somero )",120,171,20,151,128,111.0,128,0
"31500 Koski Tl   (Koski Tl )",280,1337,207,1130,1322,98.7,1242,80
"31520 Pitkäjärvi   (Somero )",156,372,68,304,247,111.7,247,0
"31530 Pyöli   (Somero )",119,224,27,197,167,107.3,167,0
"31600 Jokioinen Keskus   (Jokioinen )",97,1497,203,1294,1976,89.6,1629,347
"31610 Vaulammi   (Jokioinen )",55,252,23,229,226,101.4,223,3
"31620 Latovainio   (Jokioinen )",41,205,23,182,200,104.6,200,0
"31630 Minkiö   (Jokioinen )",118,317,36,281,270,112.4,266,4
"31640 Humppila Keskus   (Humppila )",303,1028,190,838,1106,93.2,879,227
"31650 Venäjänkangas   (Humppila )",48,185,41,144,130,116.7,130,0
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",593,879,129,750,733,97.5,699,34
"31720 Urjalankylä-Kehro   (Urjala )",361,260,33,227,211,94.1,200,11
"31730 Honkola   (Urjala )",58,89,10,79,71,113.5,71,0
"31750 Kehro   (Urjala )",34,48,7,41,37,85.5,37,0
"31760 Urjala Keskus   (Urjala )",120,773,145,628,1154,80.8,902,252
"31810 Oriniemi   (Punkalaidun )",109,250,15,235,204,113.9,204,0
"31830 Halkivaha   (Urjala )",98,192,23,169,142,100.1,142,0
"31850 Koskioinen   (Punkalaidun )",40,109,6,103,76,110.2,76,0
"31860 Tursa   (Urjala )",161,230,28,202,158,103.2,158,0
"31900 Punkalaidun Keskus   (Punkalaidun )",121,1013,175,838,1111,87.0,1006,105
"31930 Vanttila   (Punkalaidun )",19,76,10,66,51,118.1,51,0
"31950 Sadonmaa   (Punkalaidun )",196,111,10,101,83,112.5,83,0
"31960 Orisuo   (Loimaa )",11,55,9,46,39,112.6,39,0
"31970 Kanteenmaa   (Punkalaidun )",33,106,11,95,84,110.7,84,0
"32100 Ypäjä Keskus   (Ypäjä )",190,1086,157,929,1160,90.5,1070,90
"32140 Ypäjä Asemanseutu   (Ypäjä )",91,197,28,169,148,103.0,148,0
"32200 Loimaa Keskus   (Loimaa )",112,3108,559,2549,4893,83.2,3062,1831
"32210 Loimaa kk   (Loimaa )",37,924,114,810,1353,90.9,913,440
"32250 Kojonkulma   (Loimaa )",26,197,40,157,136,114.1,136,0
"32260 Kojonperä   (Loimaa )",35,107,5,102,88,121.1,88,0
"32270 Metsämaa-Murto   (Loimaa )",55,283,38,245,259,96.4,254,5
"32280 Metsäkorpi   (Loimaa )",38,111,15,96,89,96.6,89,0
"32300 Mellilä   (Loimaa )",147,864,152,712,707,97.1,697,10
"32410 Niinijoki   (Loimaa )",43,312,31,281,276,118.9,276,0
"32430 Ylhäinen   (Loimaa )",17,74,15,59,49,121.3,49,0
"32440 Alastaro Keskus   (Loimaa )",113,979,229,750,1000,93.0,913,87
"32450 Tammiainen   (Loimaa )",57,194,27,167,134,109.2,134,0
"32500 Oripää Keskus   (Oripää )",69,633,107,526,629,93.9,589,40
"32520 Latva   (Oripää )",14,98,9,89,69,127.2,69,0
"32560 Virttaa   (Loimaa )",110,321,84,237,227,100.9,227,0
"32610 Vampula Keskus   (Huittinen )",120,648,131,517,557,99.1,557,0
"32620 Rutava   (Huittinen )",51,296,53,243,204,100.1,204,0
"32700 Huittinen Keskus   (Huittinen )",207,3154,459,2695,4475,88.1,3358,1117
"32710 Sampu   (Huittinen )",82,355,35,320,291,117.3,291,0
"32730 Keikyä   (Sastamala )",89,454,81,373,380,100.2,378,2
"32740 Äetsä Keskus   (Sastamala )",56,783,116,667,1058,84.1,899,159
"32760 Suttila   (Huittinen )",33,117,9,108,88,105.5,88,0
"32770 Huhtamo   (Huittinen )",22,152,12,140,115,103.9,115,0
"32800 Kokemäki Keskus   (Kokemäki )",346,1946,317,1629,2317,91.0,1896,421
"32810 Peipohja   (Kokemäki )",76,953,141,812,1010,97.3,937,73
"32830 Riste   (Kokemäki )",157,310,46,264,254,105.5,253,1
"32860 Korkeaoja   (Kokemäki )",179,95,9,86,80,110.5,80,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",81,213,13,200,169,99.4,169,0
"32920 Kauvatsa   (Kokemäki )",484,416,43,373,355,94.4,349,6
"33100 Tampere Keskus   (Tampere )",0,927,230,697,11598,57.7,531,11067
"33180 Lapinniemi-Käpylä   (Tampere )",0,174,35,139,1167,68.7,133,1034
"33200 Tampere Keskus Läntinen   (Tampere )",0,192,65,127,4669,57.9,17,4652
"33210 Itä-Amuri-Tammerkoski   (Tampere )",0,157,48,109,4229,58.6,21,4208
"33230 Länsi-Amuri   (Tampere )",0,315,97,218,3872,63.5,125,3747
"33240 Tahmela   (Tampere )",1,319,10,309,967,79.2,442,525
"33250 Pispala   (Tampere )",2,513,35,478,1446,66.7,598,848
"33270 Epilä   (Tampere )",1,831,67,764,4239,69.8,1378,2861
"33300 Rahola   (Tampere )",137,814,114,700,2621,78.1,1199,1422
"33310 Tesoma   (Tampere )",1,435,54,381,4219,66.6,597,3622
"33330 Myllypuro-Kalkku   (Tampere )",0,511,131,380,1807,68.8,492,1315
"33340 Haukiluoma-Ikuri   (Tampere )",0,1177,50,1127,2420,87.3,1852,568
"33380 Pitkäniemi   (Nokia )",0,41,39,2,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",2,1676,134,1542,4508,77.2,2241,2267
"33410 Lentävänniemi   (Tampere )",0,326,11,315,2733,69.8,648,2085
"33420 Lamminpää   (Tampere )",1,696,61,635,1047,88.7,768,279
"33430 Vuorentausta   (Ylöjärvi )",2,727,21,706,1320,88.5,1303,17
"33450 Siivikkala   (Ylöjärvi )",24,862,34,828,1188,108.0,1185,3
"33470 Ylöjärvi Keskus   (Ylöjärvi )",27,1494,399,1095,3223,78.6,1546,1677
"33480 Manninmäki-Haavisto   (Ylöjärvi )",268,1691,88,1603,3062,95.5,2427,635
"33500 Osmonmäki-Petsamo   (Tampere )",13,526,53,473,7749,55.0,458,7291
"33520 Keskussairaala-alue-Kauppi   (Tampere )",0,158,41,117,665,59.9,160,505
"33530 Kissanmaa   (Tampere )",0,597,33,564,3210,61.6,806,2404
"33540 Kaleva   (Tampere )",0,249,66,183,6806,50.4,46,6760
"33560 Takahuhti   (Tampere )",163,1492,138,1354,5164,74.7,2007,3157
"33580 Atala-Linnainmaa   (Tampere )",1,2478,87,2391,7800,77.5,3809,3991
"33610 Olkahinen-Tasanne   (Tampere )",35,985,40,945,1677,94.2,1643,34
"33680 Aitolahti   (Tampere )",750,816,106,710,722,117.5,717,5
"33700 Messukylä   (Tampere )",0,444,95,349,789,84.1,529,260
"33710 Kaukajärvi   (Tampere )",16,2068,139,1929,9711,71.8,3228,6483
"33720 Hervanta   (Tampere )",23,1278,340,938,15017,58.9,1340,13677
"33730 Leinola-Vehmainen   (Tampere )",2,593,77,516,830,97.2,779,51
"33800 Nekala   (Tampere )",258,780,139,641,3264,54.6,803,2461
"33820 Koivistonkylä   (Tampere )",36,1884,78,1806,4510,81.3,2660,1850
"33840 Peltolammi   (Tampere )",16,307,102,205,1945,65.2,374,1571
