"Postal code area","Free-time residences, 2017 (RA)","Buildings, total, 2017 (RA)","Other buildings, 2017 (RA)","Residential buildings, 2017 (RA)","Dwellings, 2017 (RA)","Average floor area, 2017 (RA)","Dwellings in small houses, 2017 (RA)","Dwellings in blocks of flats, 2017 (RA)"
"80510 Onttola-Kunnasniemi   (Kontiolahti )",289,538,57,481,536,115.0,476,60
"80710 Lehmo   (Kontiolahti )",52,1897,216,1681,2362,96.6,2297,65
"80770 Kontiolahti as   (Kontiolahti )",53,333,61,272,298,108.8,298,0
"80780 Kontioniemi   (Kontiolahti )",14,115,10,105,161,102.4,137,24
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",0,43,25,18,61,64.5,37,24
"80850 Paihola   (Kontiolahti )",33,223,29,194,293,85.5,199,94
"80910 Kulho   (Kontiolahti )",91,702,64,638,633,117.7,633,0
"81100 Kontiolahti   (Kontiolahti )",301,930,105,825,1461,83.6,1369,92
"81120 Katajaranta   (Kontiolahti )",167,193,15,178,171,102.4,171,0
"81160 Romppala-Riihikangas   (Kontiolahti )",276,199,34,165,143,92.7,143,0
"81200 Eno Keskus   (Joensuu )",393,1267,179,1088,1658,78.8,1498,160
"81210 Louhioja   (Joensuu )",10,138,15,123,129,94.6,129,0
"81220 Jakokoski   (Kontiolahti )",69,323,41,282,277,111.5,277,0
"81230 Mönni   (Kontiolahti )",62,90,5,85,83,96.5,83,0
"81235 Lehtoi   (Kontiolahti )",107,139,19,120,115,104.8,115,0
"81260 Ahveninen   (Joensuu )",215,138,30,108,96,103.6,96,0
"81270 Paukkaja   (Joensuu )",13,80,14,66,57,87.2,57,0
"81280 Uimaharju   (Joensuu )",136,883,180,703,1011,81.0,930,81
"81290 Ukkola   (Joensuu )",33,176,31,145,147,80.9,147,0
"81295 Haapalahti   (Joensuu )",145,124,30,94,76,102.1,76,0
"81320 Kuismavaara   (Joensuu )",49,43,5,38,24,74.8,24,0
"81330 Luhtapohja   (Joensuu )",41,91,13,78,57,83.5,57,0
"81350 Tokrajärvi   (Ilomantsi )",119,146,20,126,95,83.4,95,0
"81360 Sarvinki   (Joensuu )",70,94,16,78,71,87.1,71,0
"81390 Revonkylä   (Joensuu )",81,73,13,60,42,90.5,42,0
"81420 Tyrjänsaari   (Ilomantsi )",189,80,12,68,52,80.7,52,0
"81430 Kivilahti   (Ilomantsi )",229,105,32,73,62,78.5,62,0
"81450 Huhus-Käenkoski   (Ilomantsi )",150,72,6,66,62,87.7,62,0
"81460 Käenkoski   (Ilomantsi )",71,35,5,30,22,65.2,22,0
"81470 Naarva   (Ilomantsi )",72,66,11,55,36,79.1,36,0
"81560 Vuonisjärvi   (Lieksa )",58,122,14,108,100,96.8,100,0
"81570 Kelvä   (Lieksa )",140,105,13,92,63,85.6,63,0
"81590 Vuonislahti   (Lieksa )",183,149,37,112,92,93.6,92,0
"81650 Hattuvaara   (Lieksa )",179,165,22,143,99,92.5,99,0
"81660 Lehmikylä   (Lieksa )",7,12,2,10,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",314,2043,306,1737,3539,72.1,2028,1511
"81720 Mähkö-Timitra   (Lieksa )",311,1253,263,990,1802,77.9,1219,583
"81750 Pankakoski   (Lieksa )",243,566,78,488,537,79.8,504,33
"81810 Jamali   (Lieksa )",128,204,9,195,171,91.4,171,0
"81820 Kylänlahti   (Lieksa )",453,277,30,247,199,95.5,196,3
"81850 Mätäsvaara   (Lieksa )",113,156,12,144,113,79.9,109,4
"81860 Viekijärvi   (Lieksa )",169,333,31,302,251,83.3,251,0
"81950 Pankajärvi   (Lieksa )",60,66,7,59,46,93.6,46,0
"81970 Jongunjoki-Pankajärvi   (Lieksa )",177,154,27,127,123,82.5,119,4
"82110 Heinävaara   (Joensuu )",154,456,63,393,455,97.2,455,0
"82120 Keskijärvi   (Joensuu )",261,144,25,119,112,90.6,112,0
"82140 Kiihtelysvaara Keskus   (Joensuu )",255,459,105,354,488,82.2,488,0
"82160 Oskola   (Joensuu )",81,59,3,56,42,82.5,42,0
"82170 Uskali   (Joensuu )",51,38,4,34,30,92.2,30,0
"82180 Huhtilampi   (Joensuu )",55,55,5,50,48,91.6,48,0
"82200 Hammaslahti   (Joensuu )",395,1322,176,1146,1514,88.0,1514,0
"82210 Suhmura   (Joensuu )",88,220,20,200,199,106.3,199,0
"82220 Niittylahti   (Joensuu )",115,771,52,719,785,111.5,778,7
"82290 Nieminen   (Rääkkylä )",404,323,35,288,259,87.9,259,0
"82300 Rääkkylä Keskus   (Rääkkylä )",231,487,82,405,639,76.1,639,0
"82310 Oravisalo-Varpasalo   (Rääkkylä )",336,210,26,184,157,103.4,157,0
"82335 Rasivaara   (Rääkkylä )",306,451,31,420,371,92.7,367,4
"82350 Tikkala   (Tohmajärvi )",153,207,28,179,164,109.5,164,0
"82360 Onkamo   (Tohmajärvi )",284,293,69,224,202,95.6,202,0
"82380 Tolosenmäki   (Kitee )",282,323,68,255,229,105.0,229,0
"82395 Haarajärvi   (Kitee )",18,96,11,85,75,98.7,75,0
"82430 Puhos-Leinovaara   (Kitee )",637,618,143,475,511,91.5,417,94
"82460 Hummovaara   (Kitee )",52,72,14,58,55,97.0,55,0
"82490 Heinoniemi   (Kitee )",117,92,11,81,77,91.2,77,0
"82500 Kitee Keskus   (Kitee )",346,2069,286,1783,3626,77.9,2184,1442
"82510 Kiteenlahti   (Kitee )",67,161,10,151,125,113.3,125,0
"82580 Juurikka   (Kitee )",205,239,17,222,187,107.3,187,0
"82590 Närsäkkälä   (Kitee )",188,119,13,106,82,98.3,82,0
"82600 Tohmajärvi Keskus   (Tohmajärvi )",268,1376,205,1171,1640,83.7,1454,186
"82655 Värtsilä Keskus   (Tohmajärvi )",83,184,23,161,207,89.4,199,8
"82660 Uusi-Värtsilä   (Tohmajärvi )",43,153,23,130,131,80.5,107,24
"82670 Kaurila   (Tohmajärvi )",43,76,4,72,66,90.1,66,0
"82675 Niirala-Jänisjoki   (Tohmajärvi )",11,78,26,52,64,85.5,64,0
"82685 Littilä   (Tohmajärvi )",63,116,10,106,98,107.6,98,0
"82710 Kovero   (Joensuu )",97,296,44,252,247,88.9,247,0
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",137,360,72,288,477,76.1,456,21
"82750 Öllölä   (Joensuu )",137,88,9,79,77,79.1,77,0
"82760 Hoilola   (Joensuu )",95,87,17,70,63,82.7,63,0
"82770 Kaustajärvi   (Tohmajärvi )",55,27,3,24,19,72.8,19,0
"82815 Marjovaara   (Joensuu )",97,110,9,101,87,90.4,87,0
"82820 Maukkula   (Ilomantsi )",87,173,22,151,137,96.9,137,0
"82830 Haukivaara   (Ilomantsi )",31,75,12,63,53,80.9,53,0
"82840 Pirttiaho   (Joensuu )",55,23,0,23,22,98.8,22,0
"82850 Kinnasniemi   (Joensuu )",71,59,1,58,48,84.6,48,0
"82865 Kokinvaara-Mannervaara   (Joensuu )",61,32,2,30,24,87.9,24,0
"82870 Luutalahti   (Joensuu )",71,31,5,26,22,72.3,19,3
"82880 Mannervaara   (Joensuu )",23,30,6,24,20,65.2,20,0
"82900 Ilomantsi Keskus   (Ilomantsi )",631,1748,370,1378,2402,75.0,1929,473
"82915 Sonkaja   (Ilomantsi )",53,150,16,134,110,98.2,110,0
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",118,108,21,87,72,81.8,72,0
"82967 Hattu   (Ilomantsi )",58,94,25,69,74,81.4,74,0
"82980 Möhkö   (Ilomantsi )",113,102,40,62,48,75.1,48,0
"83100 Liperi Keskus   (Liperi )",677,1169,179,990,1392,84.2,1241,151
"83130 Salokylä   (Liperi )",31,187,18,169,172,105.7,172,0
"83140 Puromäki   (Liperi )",22,67,7,60,57,98.4,57,0
"83150 Roukalahti   (Liperi )",115,140,18,122,110,98.3,110,0
"83160 Tutjunniemi   (Liperi )",298,114,23,91,81,95.7,81,0
"83320 Risti-Juojärvi   (Liperi )",6,51,9,42,41,92.7,41,0
"83330 Kaatamo   (Liperi )",170,170,17,153,128,88.7,128,0
"83340 Kaarnalampi   (Liperi )",12,65,5,60,51,91.8,51,0
"83400 Viinijärvi   (Liperi )",212,799,98,701,820,81.2,776,44
"83430 Käsämä   (Liperi )",287,333,59,274,253,115.2,253,0
"83450 Vaivio   (Liperi )",200,202,31,171,156,114.6,156,0
"83460 Harinjärvi   (Liperi )",138,173,31,142,135,119.9,135,0
"83480 Ahonkylä   (Liperi )",49,136,11,125,104,86.6,104,0
"83500 Outokumpu Keskus   (Outokumpu )",585,2373,397,1976,3587,79.2,2573,1014
"83550 Kokonvaara   (Outokumpu )",61,101,7,94,83,106.2,83,0
"83630 Kuusjärvi   (Outokumpu )",125,270,33,237,220,91.2,215,5
"83660 Varislahti   (Outokumpu )",265,197,20,177,150,103.6,150,0
"83700 Polvijärvi Keskus   (Polvijärvi )",304,1299,212,1087,1505,76.2,1408,97
"83720 Kuorevaara   (Polvijärvi )",124,198,59,139,147,99.3,147,0
"83750 Sotkuma   (Polvijärvi )",357,284,50,234,222,106.1,222,0
"83760 Sola   (Polvijärvi )",37,48,7,41,42,85.1,42,0
"83780 Horsmanaho   (Polvijärvi )",39,138,19,119,116,88.0,113,3
"83825 Kinahmo   (Polvijärvi )",304,216,30,186,166,86.5,166,0
"83830 Hukkala   (Polvijärvi )",49,100,14,86,75,87.1,75,0
"83835 Ruvaslahti   (Polvijärvi )",143,165,31,134,123,99.9,123,0
"83840 Saarivaara   (Polvijärvi )",18,45,4,41,31,94.2,31,0
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",92,121,17,104,86,86.8,86,0
"83870 Polvela-Timovaara   (Juuka )",158,172,16,156,130,80.3,125,5
"83880 Kajoo   (Juuka )",128,144,14,130,100,95.3,100,0
"83900 Juuka Keskus   (Juuka )",716,1818,271,1547,2149,79.6,1878,271
"83910 Paalasmaa   (Juuka )",197,84,13,71,50,93.0,50,0
"83915 Vihtasuo   (Juuka )",0,3,0,3,..,..,..,..
"83940 Nunnanlahti   (Juuka )",349,300,53,247,204,95.8,204,0
"83950 Ahmovaara   (Juuka )",330,397,43,354,283,91.7,283,0
"83960 Koli   (Lieksa )",453,344,150,194,154,87.3,154,0
"83985 Tuopanjoki   (Juuka )",2,1,0,1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",123,4191,561,3630,6981,84.5,4696,2285
"84460 Tuomiperä   (Ylivieska )",54,121,9,112,101,101.9,101,0
"84540 Vähäkangas   (Ylivieska )",29,253,20,233,227,113.5,227,0
"84650 Kantokylä   (Ylivieska )",18,136,9,127,109,95.2,109,0
"84770 Isokoski   (Ylivieska )",4,67,13,54,49,99.2,49,0
"84880 Raudaskylä   (Ylivieska )",41,327,37,290,288,106.0,288,0
"85100 Kalajoki Keskus   (Kalajoki )",1253,3124,614,2510,3332,96.4,3024,308
"85120 Metsä   (Kalajoki )",10,130,15,115,103,114.7,103,0
"85140 Tynkä   (Kalajoki )",38,393,41,352,348,107.8,348,0
"85150 Typpö   (Kalajoki )",47,147,13,134,136,110.2,136,0
"85160 Rautio   (Kalajoki )",51,311,44,267,263,104.4,263,0
"85180 Rahja   (Kalajoki )",183,265,60,205,200,110.0,200,0
"85200 Alavieska Keskus   (Alavieska )",69,893,126,767,1004,94.8,981,23
"85210 Kähtävä   (Alavieska )",15,122,6,116,106,113.3,106,0
"85230 Talus   (Alavieska )",14,159,28,131,125,102.3,125,0
"85310 Sievi Asemanseutu   (Sievi )",38,228,41,187,225,98.8,225,0
"85320 Markkula   (Sievi )",34,172,28,144,141,96.5,141,0
"85340 Jyrinki   (Sievi )",26,278,50,228,215,123.7,215,0
"85410 Sievi Keskus   (Sievi )",26,718,159,559,937,87.9,875,62
"85430 Koivisto   (Sievi )",34,297,37,260,251,112.3,251,0
"85450 Joenkylä   (Sievi )",24,106,12,94,93,120.4,93,0
"85470 Kiiskilampi   (Sievi )",98,289,56,233,202,108.0,202,0
"85500 Nivala Keskus   (Nivala )",73,2580,292,2288,3493,92.4,3080,413
"85540 Mönkö   (Nivala )",26,242,14,228,216,114.8,216,0
"85560 Ainastalo   (Nivala )",34,242,23,219,214,101.2,214,0
"85580 Karvoskylä   (Nivala )",36,388,29,359,331,99.0,331,0
"85620 Sarja   (Nivala )",22,147,8,139,119,112.5,119,0
"85630 Sarjanahde   (Nivala )",5,198,7,191,181,119.0,181,0
"85640 Maliskylä   (Nivala )",15,264,12,252,241,108.3,241,0
"85660 Ruuskankylä   (Nivala )",5,79,5,74,69,105.6,69,0
"85710 Parkkila   (Haapajärvi )",24,208,15,193,175,104.2,175,0
"85730 Tulppo   (Haapajärvi )",18,78,6,72,64,105.1,64,0
"85800 Haapajärvi Keskus   (Haapajärvi )",98,2070,284,1786,2852,86.8,2280,572
"85820 Oksava   (Haapajärvi )",37,453,26,427,386,106.3,386,0
"85840 Kuona   (Haapajärvi )",24,140,14,126,123,102.8,123,0
"85900 Reisjärvi Keskus   (Reisjärvi )",166,773,103,670,964,92.2,958,6
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",166,127,12,115,96,107.4,96,0
"85940 Räisälänmäki   (Reisjärvi )",69,121,11,110,94,113.7,94,0
"85980 Köyhänperä   (Reisjärvi )",29,178,8,170,151,109.0,151,0
"86100 Pyhäjoki Keskus   (Pyhäjoki )",334,936,135,801,1026,91.2,1014,12
"86110 Parhalahti   (Pyhäjoki )",64,212,34,178,169,101.0,169,0
"86160 Pirttikoski   (Pyhäjoki )",40,185,15,170,153,114.2,153,0
"86170 Yppäri   (Pyhäjoki )",275,285,33,252,247,112.2,247,0
"86210 Petäjäskoski   (Oulainen )",18,87,8,79,70,118.3,70,0
"86220 Merijärvi Keskus   (Merijärvi )",54,332,42,290,346,92.6,346,0
"86230 Ylipää   (Merijärvi )",35,120,19,101,83,96.6,83,0
"86240 Pyhänkoski   (Merijärvi )",59,134,29,105,96,104.1,96,0
"86300 Oulainen Keskus   (Oulainen )",236,2506,323,2183,3570,87.3,2919,651
"86350 Kilpua   (Oulainen )",24,83,7,76,65,91.2,65,0
"86360 Ilveskorpi   (Raahe )",10,131,11,120,110,103.2,110,0
"86400 Vihanti Keskus   (Raahe )",106,871,183,688,915,87.9,887,28
"86440 Lampinsaari   (Raahe )",0,124,18,106,155,99.8,125,30
"86460 Alpua   (Raahe )",19,256,47,209,188,101.1,188,0
"86470 Lumimetsä   (Raahe )",9,110,12,98,86,108.2,86,0
"86480 Karhukangas   (Haapavesi )",2,40,7,33,23,119.3,23,0
"86510 Matkaniva   (Oulainen )",47,173,18,155,137,107.8,137,0
"86530 Annonen   (Haapavesi )",31,109,7,102,90,99.2,90,0
"86550 Mieluskylä   (Haapavesi )",32,197,30,167,152,109.4,146,6
"86600 Haapavesi Keskus   (Haapavesi )",314,2533,599,1934,2712,90.6,2449,263
"86650 Kytökylä-Joutenniva   (Haapavesi )",33,293,62,231,213,101.1,207,6
"86680 Vatjusjärvi   (Haapavesi )",120,276,44,232,216,103.6,216,0
"86690 Karsikas   (Haapavesi )",19,137,17,120,102,99.3,102,0
"86710 Kärsämäki Keskus   (Kärsämäki )",114,1312,186,1126,1339,87.8,1329,10
"86790 Venetpalo   (Kärsämäki )",4,2,2,0,0,0.0,0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",724,1945,269,1676,2396,81.5,1898,498
"86810 Pellikkaperä   (Pyhäjärvi )",29,91,10,81,77,106.3,77,0
"86850 Hiidenniemi   (Pyhäjärvi )",215,156,32,124,117,94.0,117,0
"86870 Vesikoski   (Pyhäjärvi )",33,181,20,161,145,95.9,145,0
"86900 Pyhäkumpu   (Pyhäjärvi )",5,242,32,210,268,89.5,268,0
"86980 Väliaho   (Pyhäjärvi )",46,55,14,41,37,88.5,37,0
"87100 Kajaani Keskus   (Kajaani )",25,776,321,455,4408,55.3,396,4012
"87150 Purola   (Kajaani )",0,799,70,729,1079,88.1,917,162
"87200 Teppana   (Kajaani )",1,745,63,682,2271,77.1,922,1349
"87250 Kättö-Kätönlahti   (Kajaani )",67,1400,165,1235,2026,90.7,1771,255
"87300 Palokangas   (Kajaani )",0,80,14,66,788,59.0,51,737
"87400 Petäisenniska   (Kajaani )",2,465,121,344,921,81.4,600,321
"87500 Lehtikangas   (Kajaani )",57,1285,138,1147,2970,83.0,1482,1488
"87700 Lohtaja-Kettu   (Kajaani )",0,986,93,893,2162,74.9,1369,793
"87800 Vuoreslahti   (Kajaani )",487,531,84,447,413,110.2,413,0
"87830 Nakertaja   (Kajaani )",17,574,35,539,668,92.1,596,72
"87850 Paltaniemi   (Kajaani )",68,220,30,190,187,117.1,187,0
"87900 Karankalahti   (Kajaani )",254,331,63,268,231,105.4,231,0
"87910 Linnantaus   (Kajaani )",5,224,29,195,204,107.3,199,5
"87930 Salmijärvi   (Kajaani )",100,130,21,109,121,98.8,106,15
"87950 Kuluntalahti   (Kajaani )",149,401,48,353,335,118.9,335,0
"87970 Jormua   (Kajaani )",123,241,32,209,199,114.6,199,0
"88120 Tuhkakylä   (Sotkamo )",115,149,82,67,52,100.9,52,0
"88200 Otanmäki-Kytökoski   (Kajaani )",112,358,74,284,688,72.4,319,369
"88270 Vuolijoki Keskus   (Kajaani )",317,485,72,413,494,89.2,483,11
"88300 Paltamo Keskus   (Paltamo )",819,1182,200,982,1359,81.3,1302,57
"88310 Melalahti   (Paltamo )",129,169,20,149,113,93.2,113,0
"88340 Manamansalo   (Vaala )",402,135,52,83,67,81.7,67,0
"88350 Kivesjärvi   (Paltamo )",187,93,12,81,61,91.8,61,0
"88380 Mieslahti   (Paltamo )",67,152,19,133,112,94.1,112,0
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",544,809,146,663,745,87.6,703,42
"88440 Jokikylä   (Ristijärvi )",26,54,6,48,43,94.3,43,0
"88460 Hiisijärvi   (Ristijärvi )",58,31,3,28,24,99.7,24,0
"88470 Kontiomäki   (Paltamo )",82,254,38,216,307,80.7,252,55
"88490 Pohjavaara   (Sotkamo )",98,131,12,119,115,117.2,115,0
"88530 Paakki   (Sotkamo )",21,66,3,63,53,108.2,53,0
"88600 Sotkamo Keskus   (Sotkamo )",897,2492,254,2238,3565,85.1,2552,1013
"88610 Vuokatti   (Sotkamo )",275,1418,501,917,1372,90.1,1215,157
"88615 Vuokatin Urheiluopisto   (Sotkamo )",0,14,12,2,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",220,305,59,246,213,119.7,213,0
"88640 Ontojoki   (Sotkamo )",21,62,4,58,48,98.6,48,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",90,104,6,98,87,108.4,87,0
"88690 Maanselkä   (Sotkamo )",30,50,10,40,31,93.3,31,0
"88730 Ylä-Vieksi   (Kuhmo )",118,107,11,96,81,98.2,81,0
"88740 Härmänkylä-Iivantiira   (Kuhmo )",40,66,12,54,47,92.6,47,0
"88760 Iivantiira   (Kuhmo )",133,106,11,95,82,101.7,82,0
"88820 Katerma   (Kuhmo )",4,5,1,4,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",1876,3480,511,2969,4565,83.9,3433,1132
"88930 Lentiira-Kuumu   (Kuhmo )",284,267,53,214,195,99.3,195,0
"88940 Kuumu   (Kuhmo )",62,27,6,21,12,104.9,12,0
"89110 Törmänmäki   (Puolanka )",168,54,1,53,33,91.9,33,0
"89140 Kotila-Törmänmäki   (Puolanka )",94,117,61,56,40,100.9,40,0
"89200 Puolanka Keskus   (Puolanka )",953,1198,206,992,1380,79.4,1240,140
"89210 Puokiovaara   (Puolanka )",208,56,5,51,36,102.1,36,0
"89320 Joukokylä   (Puolanka )",49,102,6,96,71,93.8,71,0
"89330 Suolijärvi   (Puolanka )",94,61,13,48,37,103.1,37,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",584,1206,216,990,1287,84.5,1149,138
"89430 Hoikka   (Hyrynsalmi )",25,27,1,26,20,103.7,20,0
"89440 Sakara   (Suomussalmi )",25,46,3,43,42,105.0,42,0
"89540 Moisiovaara   (Hyrynsalmi )",104,154,12,142,116,107.2,116,0
"89560 Karhuvaara   (Hyrynsalmi )",32,62,4,58,43,97.7,43,0
"89600 Ämmänsaari   (Suomussalmi )",589,1993,292,1701,2924,81.9,2126,798
"89610 Jumaliskylä   (Suomussalmi )",57,29,2,27,29,94.4,29,0
"89640 Pesiökylä   (Suomussalmi )",71,67,8,59,62,86.4,62,0
"89660 Takalo   (Suomussalmi )",71,85,10,75,60,98.5,60,0
"89670 Näljänkä   (Suomussalmi )",72,166,12,154,132,87.2,132,0
"89680 Vaaranniva   (Suomussalmi )",74,75,7,68,63,90.1,63,0
"89730 Ahjola   (Suomussalmi )",9,24,3,21,17,84.0,17,0
"89740 Kianta   (Suomussalmi )",81,53,9,44,32,91.8,32,0
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",88,81,13,68,54,88.7,54,0
"89770 Peranka   (Suomussalmi )",50,49,19,30,23,90.9,23,0
"89780 Kaikkonen   (Suomussalmi )",118,50,6,44,35,104.2,35,0
"89800 Suomussalmi Keskus   (Suomussalmi )",540,709,55,654,758,91.5,748,10
"89830 Ala-Vuokki   (Suomussalmi )",46,41,5,36,33,84.5,33,0
"89840 Ylä-Vuokki   (Suomussalmi )",103,90,14,76,48,97.7,48,0
"89920 Ruhtinansalmi   (Suomussalmi )",307,347,78,269,232,96.3,232,0
"90100 Oulu Keskus   (Oulu )",0,514,203,311,6575,56.7,168,6407
"90120 Heinäpää   (Oulu )",0,307,103,204,5150,52.3,66,5084
"90130 Raksila   (Oulu )",0,276,92,184,4149,56.8,120,4029
"90140 Karjasilta   (Oulu )",0,639,61,578,1969,63.2,539,1430
"90150 Höyhtyä   (Oulu )",1,801,61,740,3331,69.6,1263,2068
"90220 Kontinkangas   (Oulu )",0,55,41,14,649,50.4,0,649
"90230 Värttö-Maikkula   (Oulu )",1,1392,87,1305,4081,79.1,1942,2139
"90240 Iinatti   (Oulu )",9,1473,128,1345,3167,85.5,1964,1203
"90250 Kaukovainio   (Oulu )",0,326,57,269,4582,58.9,370,4212
"90310 Madekoski   (Oulu )",188,928,85,843,1078,113.7,1006,72
"90400 Äimärautio   (Oulu )",0,1933,336,1597,5206,81.3,2246,2960
"90410 Kaakkuri   (Oulu )",159,1183,137,1046,1846,96.5,1540,306
"90440 Kempele Keskus   (Kempele )",13,2461,351,2110,4374,88.2,3135,1239
"90450 Honkanen   (Kempele )",10,2104,100,2004,2921,105.6,2740,181
"90460 Oulunsalo Keskus   (Oulu )",226,2355,250,2105,3429,100.4,3106,323
"90470 Varjakka   (Oulu )",130,486,39,447,418,117.3,418,0
"90480 Hailuoto   (Hailuoto )",551,703,145,558,536,94.0,536,0
"90500 Tuira   (Oulu )",0,307,71,236,6231,54.8,95,6136
"90510 Hietasaari   (Oulu )",44,262,117,145,1063,66.1,196,867
"90520 Taskila-Toppila   (Oulu )",0,667,139,528,3522,62.6,593,2929
"90530 Välivainio   (Oulu )",0,646,95,551,3841,58.7,611,3230
"90540 Kuivasjärvi   (Oulu )",3,2545,136,2409,4212,104.8,3643,569
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",0,508,25,483,2528,74.4,915,1613
"90560 Koskela-Oulu   (Oulu )",1,465,24,441,1748,73.6,686,1062
"90570 Kaijonharju-Linnanmaa   (Oulu )",2,639,82,557,4690,57.5,817,3873
"90580 Rajakylä   (Oulu )",3,729,41,688,2380,81.9,1367,1013
"90590 Teknologiakylä   (Oulu )",0,59,51,8,287,33.1,0,287
"90620 Rusko-Heikinharju   (Oulu )",1,670,448,222,244,92.3,240,4
"90630 Korvensuora   (Oulu )",4,1699,100,1599,3106,93.5,2545,561
"90650 Haapalehto   (Oulu )",165,2320,151,2169,5103,88.2,3394,1709
"90660 Sanginsuu   (Oulu )",208,384,93,291,283,117.2,283,0
"90670 Hiukkavaara   (Oulu )",51,570,43,527,942,94.0,788,154
"90800 Pateniemi   (Oulu )",8,2522,139,2383,3569,97.1,3099,470
"90810 Kiviniemi   (Oulu )",181,957,78,879,1173,110.7,1094,79
"90820 Kello   (Oulu )",137,1367,200,1167,1265,111.7,1243,22
"90830 Haukipudas Keskus   (Oulu )",129,2355,245,2110,3610,93.1,2983,627
"90840 Haukipudas Asemanseutu   (Oulu )",298,676,64,612,686,110.4,682,4
"90850 Martinniemi   (Oulu )",29,846,46,800,963,93.2,856,107
"90860 Halosenniemi   (Oulu )",54,254,19,235,224,103.2,224,0
"90900 Kiiminki Keskus   (Oulu )",537,2120,244,1876,2652,102.8,2377,275
"90910 Kontio   (Oulu )",248,594,53,541,525,128.6,525,0
"90940 Jääli   (Oulu )",86,1550,175,1375,2142,103.1,2080,62
"91100 Ii Keskus   (Ii )",754,2534,400,2134,2740,96.7,2619,121
"91110 Ii Asemanseutu   (Ii )",85,408,41,367,343,107.9,343,0
"91140 Olhava   (Ii )",412,310,47,263,216,85.3,216,0
"91150 Yli-Olhava   (Ii )",32,123,12,111,90,93.7,90,0
"91200 Yli-Ii Keskus   (Oulu )",198,553,86,467,521,100.6,518,3
"91210 Jakkukylä   (Ii )",81,197,17,180,168,114.3,168,0
"91240 Tannila   (Oulu )",209,158,20,138,113,91.9,113,0
"91260 Pahkakoski-Räinä   (Oulu )",84,99,11,88,63,87.0,63,0
"91300 Ylikiiminki Keskus   (Oulu )",956,1489,226,1263,1371,100.2,1354,17
"91310 Arkala   (Oulu )",41,116,19,97,96,97.5,96,0
"91410 Jokirinne   (Muhos )",15,304,12,292,364,106.0,348,16
"91430 Leppiniemi   (Muhos )",0,45,7,38,91,72.7,62,29
"91500 Muhos Keskus   (Muhos )",364,2706,280,2426,3248,94.8,2965,283
"91510 Rova   (Muhos )",48,204,13,191,188,120.8,188,0
"91560 Kylmälänkylä   (Muhos )",52,88,13,75,68,90.7,68,0
"91600 Utajärvi Keskus   (Utajärvi )",370,999,147,852,1072,84.1,993,79
"91620 Sanginkylä   (Utajärvi )",234,130,13,117,90,93.1,90,0
"91630 Juorkuna   (Utajärvi )",206,98,18,80,62,88.0,62,0
"91640 Särkijärvi   (Utajärvi )",126,89,11,78,55,92.0,55,0
"91660 Ahmas   (Utajärvi )",156,204,28,176,161,87.8,161,0
"91670 Rokua   (Utajärvi )",49,25,22,3,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",206,711,147,564,917,80.0,833,84
"91710 Jylhämä   (Vaala )",6,38,8,30,43,85.7,43,0
"91720 Oterma   (Vaala )",196,61,9,52,40,85.5,40,0
"91730 Kankari   (Vaala )",112,82,6,76,62,100.0,62,0
"91740 Jaalanka-Liminpuro   (Vaala )",167,115,15,100,67,93.0,67,0
"91750 Liminpuro   (Vaala )",152,49,7,42,32,94.3,32,0
"91760 Säräisniemi   (Vaala )",296,267,61,206,189,91.6,184,5
"91780 Neittävä   (Vaala )",108,80,16,64,54,97.9,54,0
"91790 Nuojua   (Vaala )",32,88,7,81,74,92.6,74,0
"91800 Tyrnävä   (Tyrnävä )",212,1965,155,1810,2087,103.3,2034,53
"91900 Liminka Keskus   (Liminka )",90,2077,306,1771,2325,103.6,2162,163
"91910 Tupos   (Liminka )",21,896,109,787,888,125.6,888,0
